,ÉfÅ[É^
0,517
1,2
2,425
3,76
4,743
5,1196
6,723
7,46
8,1104
9,61
10,451
11,730
12,967
13,1257
14,341
15,74
16,463
17,1258
18,232
19,397
20,1003
21,1283
22,680
23,1040
24,396
25,466
26,563
27,1385
28,654
29,745
30,1457
31,244
32,316
33,964
34,1213
35,968
36,1066
37,7
38,519
39,873
40,163
41,721
42,1010
43,1334
44,696
45,642
46,870
47,1271
48,1159
49,800
50,856
51,339
52,275
53,482
54,668
55,757
56,195
57,226
58,1081
59,812
60,235
61,1182
62,987
63,932
64,526
65,43
66,1434
67,53
68,589
69,356
70,348
71,837
72,324
73,645
74,1400
75,98
76,1335
77,578
78,1284
79,909
80,440
81,491
82,211
83,937
84,928
85,615
86,1325
87,215
88,1014
89,246
90,1272
91,969
92,1002
93,704
94,203
95,216
96,258
97,582
98,58
99,1362
100,111
101,925
102,1273
103,860
104,118
105,159
106,593
107,1055
108,852
109,851
110,80
111,604
112,320
113,690
114,1391
115,1020
116,100
117,557
118,403
119,309
120,273
121,60
122,872
123,480
124,1408
125,1053
126,838
127,1057
128,1430
129,295
130,554
131,1229
132,728
133,786
134,319
135,283
136,890
137,933
138,234
139,1351
140,863
141,511
142,312
143,1070
144,147
145,417
146,26
147,1069
148,93
149,477
150,1316
151,1438
152,1404
153,962
154,612
155,892
156,136
157,1291
158,538
159,67
160,946
161,747
162,501
163,789
164,31
165,521
166,1027
167,1163
168,135
169,1310
170,648
171,907
172,1144
173,1019
174,534
175,1135
176,1158
177,44
178,662
179,1124
180,1332
181,1140
182,1179
183,922
184,33
185,132
186,985
187,724
188,1017
189,1108
190,1052
191,1121
192,1295
193,509
194,68
195,1264
196,360
197,41
198,621
199,945
200,684
201,458
202,1346
203,1363
204,1028
205,559
206,15
207,331
208,716
209,853
210,1123
211,208
212,1022
213,1209
214,746
215,1215
216,1285
217,379
218,390
219,1064
220,1078
221,576
222,960
223,457
224,1417
225,481
226,1119
227,755
228,624
229,125
230,1157
231,1232
232,1433
233,138
234,190
235,1079
236,447
237,393
238,119
239,887
240,619
241,1032
242,1012
243,1311
244,1166
245,289
246,594
247,424
248,918
249,471
250,1161
251,4
252,415
253,161
254,703
255,702
256,121
257,1105
258,1038
259,199
260,1348
261,436
262,1120
263,375
264,948
265,407
266,1422
267,1450
268,701
269,1342
270,124
271,335
272,1067
273,154
274,152
275,402
276,936
277,553
278,19
279,836
280,1051
281,292
282,1162
283,1223
284,835
285,1265
286,173
287,1221
288,450
289,629
290,296
291,106
292,1358
293,628
294,1127
295,1011
296,16
297,894
298,197
299,1178
300,679
301,606
302,923
303,513
304,677
305,444
306,824
307,1085
308,174
309,871
310,895
311,414
312,989
313,783
314,997
315,1060
316,940
317,1188
318,1206
319,633
320,168
321,1037
322,813
323,52
324,1100
325,230
326,791
327,293
328,361
329,257
330,587
331,395
332,497
333,782
334,1266
335,529
336,1374
337,184
338,249
339,718
340,455
341,920
342,224
343,443
344,1445
345,1184
346,678
347,956
348,1364
349,609
350,706
351,694
352,1397
353,1345
354,652
355,819
356,1160
357,1233
358,1293
359,196
360,470
361,596
362,977
363,1001
364,1337
365,1201
366,1208
367,1195
368,485
369,297
370,303
371,401
372,1388
373,1186
374,781
375,1219
376,71
377,651
378,1456
379,822
380,1353
381,11
382,487
383,767
384,1373
385,103
386,558
387,804
388,980
389,1449
390,959
391,816
392,1249
393,984
394,1361
395,983
396,367
397,764
398,1277
399,1226
400,672
401,1313
402,614
403,479
404,462
405,581
406,1106
407,893
408,301
409,669
410,1321
411,649
412,1098
413,328
414,280
415,527
416,1304
417,410
418,20
419,137
420,1004
421,1294
422,373
423,1301
424,427
425,635
426,952
427,1102
428,753
429,97
430,499
431,1156
432,911
433,10
434,1354
435,942
436,223
437,108
438,290
