,ÉfÅ[É^
0,1151
1,842
2,1224
3,828
4,1063
5,632
6,318
7,590
8,883
9,1203
10,131
11,525
12,1116
13,299
14,337
15,1222
16,1407
17,1399
18,423
19,1071
20,692
21,691
22,715
23,181
24,1344
25,1336
26,520
27,1377
28,359
29,556
30,27
31,784
32,13
33,191
34,240
35,600
36,951
37,380
38,847
39,175
40,21
41,814
42,279
43,418
44,1241
45,277
46,219
47,1386
48,439
49,541
50,1263
51,761
52,1322
53,164
54,792
55,345
56,700
57,1126
58,1309
59,1073
60,198
61,1228
62,885
63,844
64,251
65,994
66,1317
67,787
68,391
69,206
70,1366
71,522
72,530
73,47
74,1431
75,490
76,826
77,392
78,671
79,3
80,568
81,314
82,1424
83,253
84,877
85,29
86,105
87,1175
88,343
89,823
90,123
91,1306
92,239
93,207
94,189
95,79
96,1143
97,681
98,1440
99,1238
100,610
101,780
102,623
103,809
104,584
105,130
106,88
107,1097
108,886
109,1145
110,839
111,539
112,1007
113,140
114,1425
115,579
116,486
117,311
118,1286
119,1426
120,598
121,1252
122,656
123,1210
124,243
125,759
126,270
127,406
128,1018
129,533
130,931
131,641
132,575
133,774
134,144
135,218
136,1370
137,412
138,1042
139,250
140,188
141,914
142,72
143,1435
144,496
145,566
146,1169
147,775
148,727
149,448
150,56
151,139
152,798
153,142
154,254
155,437
156,162
157,1168
158,910
159,711
160,87
161,546
162,618
163,731
164,655
165,22
166,1387
167,1099
168,1047
169,1230
170,827
171,35
172,91
173,187
174,749
175,1392
176,601
177,868
178,405
179,329
180,585
181,322
182,366
183,564
184,1324
185,420
186,1458
187,518
188,302
189,548
190,500
191,739
192,674
193,204
194,1429
195,488
196,647
197,492
198,1077
199,1235
200,167
201,369
202,323
203,1390
204,550
205,1136
206,65
207,736
208,1054
209,261
210,431
211,889
212,705
213,876
214,438
215,971
216,785
217,954
218,1117
219,794
220,212
221,803
222,1172
223,1191
224,476
225,1372
226,1398
227,90
228,408
229,1016
230,1132
231,1260
232,899
233,1247
234,432
235,637
236,1111
237,806
238,1214
239,996
240,101
241,327
242,194
243,342
244,1395
245,1278
246,368
247,754
248,1093
249,657
250,449
251,66
252,242
253,595
254,377
255,1192
256,947
257,802
258,350
259,179
260,1087
261,200
262,1113
263,555
264,104
265,504
266,866
267,1062
268,1432
269,901
270,57
271,459
272,274
273,45
274,902
275,729
276,599
277,1033
278,1199
279,1152
280,452
281,346
282,284
283,768
284,336
285,69
286,1267
287,1330
288,616
289,1243
290,384
291,50
292,643
293,1338
294,904
295,1139
296,430
297,78
298,398
299,426
300,73
301,24
302,998
303,1061
304,935
305,693
306,861
307,149
308,454
309,291
310,906
311,795
312,1089
313,315
314,611
315,429
316,247
317,347
318,880
319,544
320,687
321,874
322,1034
323,999
324,900
325,756
326,644
327,528
328,797
329,713
330,489
331,720
332,535
333,840
334,1072
335,981
336,1217
337,1185
338,607
339,1041
340,1050
341,602
342,912
343,1379
344,515
345,891
346,560
347,180
348,428
349,351
350,849
351,349
352,1403
353,1352
354,938
355,597
356,625
357,995
358,1259
359,1448
360,225
361,383
362,264
363,878
364,810
365,1406
366,790
367,1437
368,1110
369,1414
370,944
371,807
372,82
373,732
374,12
375,1131
376,1375
377,1148
378,978
379,305
380,170
381,882
382,1005
383,63
384,1343
385,1355
386,591
387,94
388,1190
389,1298
390,1256
391,605
392,340
393,1446
394,1360
395,1130
396,638
397,156
398,1453
399,364
400,386
401,1357
402,709
403,1112
404,1405
405,1287
406,334
407,1389
408,726
409,1418
410,1349
411,122
412,1009
413,325
414,540
415,92
416,1380
417,1384
418,1030
419,1107
420,717
421,1029
422,903
423,1076
424,313
425,603
426,472
427,236
428,811
429,378
430,551
431,39
432,502
433,1202
434,355
435,1133
436,453
437,972
438,1180
439,1006
440,141
441,1080
442,820
443,42
444,1242
445,81
446,1411
447,241
448,1416
449,411
450,469
451,1396
452,48
453,1138
454,545
455,6
456,1314
457,613
458,484
459,875
460,1296
461,841
462,1013
463,913
464,1340
465,510
466,221
467,1341
468,1220
469,265
470,796
471,64
472,113
473,695
474,155
475,740
476,1021
477,620
478,957
479,465
480,1441
481,1300
482,1280
483,231
484,1269
485,734
486,1420
487,298
488,864
489,237
490,166
491,867
492,89
493,326
494,1084
495,37
496,1059
497,858
498,818
499,663
500,59
501,793
502,636
503,120
504,965
505,506
506,399
507,831
508,777
509,939
510,1200
511,665
512,571
513,950
514,433
515,634
516,859
517,741
518,1103
519,750
520,126
521,1177
522,51
523,248
524,382
525,845
526,884
527,765
528,256
529,772
530,400
531,413
532,143
533,1008
534,370
535,1155
536,1376
537,751
538,1347
539,332
540,857
541,862
542,1056
543,1194
544,95
545,416
546,1455
547,128
548,1227
549,353
550,930
551,1149
552,1068
553,75
554,927
555,338
556,0
557,1297
558,40
559,532
560,1302
561,631
562,362
563,929
564,271
565,1368
566,1134
567,760
568,1290
569,737
570,1326
571,667
572,1091
573,1270
574,1367
575,1292
576,148
577,185
578,30
579,1096
580,608
581,832
582,988
583,752
584,512
585,552
586,949
587,1275
588,673
589,446
590,1427
591,708
592,1253
593,404
594,475
595,934
596,321
597,1141
598,583
599,1000
600,744
601,627
602,888
603,689
604,1402
605,503
606,561
607,531
608,233
609,1282
610,979
611,229
612,1329
613,683
614,661
615,1359
616,310
617,1452
618,1146
619,1393
620,788
621,639
622,982
623,830
624,86
625,421
626,966
627,1204
628,630
629,1211
630,682
631,182
632,1114
633,1225
634,1381
635,953
636,1153
637,1173
638,387
639,1083
640,924
641,507
642,543
643,112
644,1307
645,779
646,650
647,9
648,1044
649,897
650,919
651,1447
652,1394
653,300
654,712
655,281
656,646
657,133
658,1036
659,1459
660,617
661,1147
662,817
663,165
664,1165
665,908
666,1109
667,107
668,905
669,523
670,1239
671,205
672,1171
673,834
674,1421
675,855
676,664
677,1198
678,1058
679,210
680,376
681,1237
682,445
683,18
684,676
685,825
686,565
687,963
688,54
689,990
690,658
691,1193
692,1115
693,778
694,1305
695,1045
696,1428
697,1244
698,685
699,1460
700,1164
701,227
702,970
703,973
704,374
705,808
706,127
707,245
708,1046
709,574
710,1288
711,317
712,442
713,49
714,217
715,117
716,1
717,821
718,1150
719,192
720,1319
721,474
722,1205
723,1254
724,473
725,394
726,8
727,468
728,762
729,1176
730,220
731,214
732,365
733,228
734,805
735,259
736,1118
737,926
738,1369
739,38
740,1212
741,460
742,776
743,854
744,896
745,110
746,1035
747,1088
748,287
749,846
750,286
751,255
752,1250
753,1026
754,1183
755,134
756,770
757,1094
758,177
759,688
760,1327
761,145
762,710
763,1268
764,833
765,1023
766,176
767,157
768,1339
769,1174
770,495
771,1415
772,1074
773,915
774,537
775,494
776,577
777,1248
778,921
779,698
780,483
781,714
782,160
783,622
784,263
785,202
786,434
787,1410
788,14
789,83
790,735
791,1082
792,169
793,916
794,358
795,686
796,1039
797,34
798,773
799,171
800,748
801,815
802,1181
803,547
804,96
805,1101
806,1409
807,640
808,372
809,1281
810,150
811,1125
812,186
813,675
814,1323
815,1331
816,357
817,1231
818,1423
819,55
820,498
821,666
822,116
823,1439
824,304
825,1419
826,352
827,917
828,1090
829,1043
830,222
831,976
832,991
833,1095
834,201
835,306
836,129
837,62
838,464
839,562
840,1276
841,1246
842,1299
843,1154
844,209
845,252
846,178
847,1262
848,974
849,1234
850,115
851,422
852,288
853,17
854,435
855,1312
856,725
857,25
858,516
859,419
860,146
861,1207
862,1170
863,993
864,461
865,975
866,260
867,1218
868,151
869,114
870,1365
871,269
872,1356
873,1189
874,158
875,344
876,1197
877,308
878,961
879,992
880,109
881,570
882,670
883,536
884,567
885,1025
886,850
887,514
888,456
889,385
890,1454
891,1443
892,1279
893,1315
894,266
895,1261
896,738
897,1236
898,1128
899,467
900,32
901,282
902,722
903,1308
904,1401
905,1086
906,363
907,389
908,697
909,766
910,193
911,542
912,879
913,262
914,1137
915,524
916,1048
917,1024
918,1075
919,388
920,5
921,758
922,153
923,409
924,1320
925,1245
926,1216
927,1274
928,572
929,172
930,1303
931,1255
932,1442
933,699
934,869
935,1251
936,276
937,330
938,1065
939,763
940,1129
941,278
942,1167
943,441
944,1289
945,771
946,865
947,1378
948,1412
949,898
950,36
951,943
952,986
953,381
954,70
955,1015
956,659
957,801
958,580
959,733
960,28
961,1031
962,1122
963,1092
964,1383
965,588
966,183
967,1451
968,1240
969,719
970,238
971,99
972,333
973,848
974,1187
975,941
976,549
977,569
978,843
979,307
980,1371
981,592
982,505
983,84
984,653
985,1049
986,660
987,626
988,958
989,272
990,1436
991,1142
992,493
993,1318
994,267
995,294
996,1382
997,1444
998,102
999,371
1000,1328
1001,268
1002,573
1003,213
1004,799
1005,829
1006,23
1007,1333
1008,769
1009,955
1010,85
1011,1413
1012,707
1013,742
1014,77
1015,354
1016,478
1017,586
1018,285
1019,881
1020,508
1021,1350
