,ÉfÅ[É^
0,102
1,641
2,29
3,192
4,129
5,258
6,303
7,535
8,285
9,310
10,491
11,557
12,118
13,189
14,407
15,462
16,719
17,290
18,661
19,621
20,665
21,620
22,155
23,511
24,267
25,33
26,495
27,409
28,581
29,71
30,417
31,446
32,704
33,486
34,58
35,213
36,638
37,688
38,26
39,393
40,457
41,565
42,5
43,272
44,32
45,645
46,355
47,585
48,528
49,36
50,672
51,697
52,108
53,254
54,572
55,352
56,662
57,349
58,117
59,442
60,616
61,653
62,439
63,52
64,449
65,469
66,398
67,696
68,447
69,94
70,476
71,725
72,269
73,514
74,142
75,644
76,702
77,647
78,632
79,382
80,246
81,473
82,14
83,428
84,110
85,695
86,639
87,574
88,16
89,209
90,345
91,284
92,499
93,699
94,545
95,85
96,547
97,378
98,139
99,650
100,613
101,292
102,132
103,722
104,173
105,212
106,718
107,627
108,86
109,664
110,9
111,605
112,193
113,318
114,335
115,166
116,610
117,564
118,527
119,332
120,588
121,67
122,674
123,534
124,328
125,520
126,270
127,571
128,156
129,625
130,3
131,180
132,677
133,0
134,20
135,248
136,518
137,503
138,216
139,130
140,346
141,562
142,162
143,548
144,112
145,475
146,19
147,683
148,60
149,337
150,250
151,72
152,420
153,12
154,377
155,133
156,649
157,404
158,241
159,510
160,101
161,177
162,354
163,302
164,561
165,51
166,397
167,400
168,289
169,259
170,126
171,501
172,727
173,145
174,131
175,598
176,124
177,2
178,87
179,11
180,529
181,648
182,624
183,73
184,207
185,422
186,271
187,157
188,104
189,429
190,227
191,410
192,27
193,95
194,88
195,538
196,220
197,460
198,228
199,682
200,313
201,416
202,201
203,465
204,614
205,593
206,245
207,183
208,599
209,698
210,275
211,405
212,592
213,39
214,242
215,591
216,488
217,451
218,394
219,376
220,690
221,255
222,629
223,306
224,106
225,443
226,436
227,344
228,482
229,115
230,46
231,604
232,37
233,504
234,251
235,512
236,273
237,257
238,675
239,323
240,371
241,601
242,111
243,186
244,396
245,296
246,99
247,151
248,726
249,218
250,194
251,357
252,533
253,611
254,210
255,263
256,484
257,606
258,234
259,348
260,362
261,147
262,671
263,1
264,630
265,532
266,297
267,652
268,57
269,681
270,479
271,498
272,204
273,431
274,636
275,531
276,264
277,577
278,174
279,414
280,146
281,326
282,238
283,288
284,53
285,217
286,340
287,144
288,544
289,426
290,419
291,113
292,521
293,388
294,178
295,13
296,389
297,304
298,333
299,509
300,663
301,550
302,135
303,276
304,578
305,136
306,358
307,391
308,508
309,596
310,305
311,716
312,317
313,559
314,500
315,553
316,107
317,309
318,413
319,440
320,179
321,427
322,455
323,123
324,125
325,478
326,666
327,433
328,576
329,185
330,149
331,64
332,441
333,669
334,385
335,226
336,321
337,375
338,356
339,353
340,659
341,519
342,689
343,517
344,456
345,41
346,312
347,363
348,634
349,720
350,676
351,223
352,437
353,594
354,608
355,122
356,637
357,560
358,80
359,667
360,236
361,622
362,708
363,631
364,502
365,195
366,143
367,384
368,170
369,175
370,392
371,673
372,311
373,45
374,507
375,96
376,582
377,202
378,506
379,77
380,466
381,55
382,260
383,160
384,485
385,141
386,158
387,54
388,380
389,668
390,707
391,729
392,461
393,458
394,432
395,492
396,68
397,231
398,402
399,262
400,580
401,100
402,607
403,390
404,214
405,336
406,706
407,522
408,200
409,167
410,190
411,84
412,78
413,279
414,10
415,570
416,339
417,35
418,633
419,90
420,91
421,308
422,191
423,640
424,444
425,728
426,299
427,483
428,325
429,569
430,30
431,6
432,169
433,540
434,4
435,203
436,281
437,678
438,206
439,347
440,424
441,618
442,283
443,579
444,471
445,342
446,546
447,374
448,274
449,713
450,40
451,364
452,314
453,366
454,516
455,140
456,370
457,573
458,379
459,515
460,244
461,89
462,686
463,496
464,555
465,161
466,48
467,59
468,452
469,619
470,184
471,240
472,372
473,198
474,454
475,197
476,82
477,395
478,47
479,350
480,654
481,24
482,93
483,188
484,543
485,331
486,712
487,626
488,181
489,327
490,334
491,266
492,387
493,386
494,425
495,21
496,291
497,709
498,76
499,120
500,655
501,489
502,373
503,536
504,230
505,490
506,127
507,566
508,470
509,63
510,50
