,ÉfÅ[É^
0,236
1,859
2,553
3,326
4,1019
5,264
6,1358
7,1226
8,1285
9,1432
10,1237
11,1070
12,1119
13,1029
14,82
15,832
16,807
17,583
18,570
19,483
20,969
21,292
22,573
23,1112
24,764
25,987
26,944
27,1047
28,588
29,680
30,1006
31,705
32,767
33,430
34,641
35,1412
36,983
37,548
38,405
39,1204
40,917
41,300
42,636
43,914
44,654
45,780
46,1409
47,1396
48,836
49,549
50,248
51,1022
52,925
53,735
54,526
55,92
56,32
57,395
58,1178
59,671
60,352
61,1027
62,1079
63,973
64,881
65,1370
66,1415
67,1327
68,610
69,1017
70,471
71,874
72,959
73,432
74,589
75,25
76,1342
77,60
78,630
79,1203
80,293
81,737
82,1362
83,996
84,1151
85,1163
86,1164
87,441
88,129
89,628
90,845
91,343
92,676
93,368
94,420
95,1170
96,299
97,1149
98,1174
99,900
100,700
101,669
102,663
103,1401
104,1397
105,547
106,958
107,371
108,498
109,779
110,1196
111,1177
112,808
113,633
114,1279
115,418
116,107
117,1429
118,689
119,931
120,791
121,600
122,390
123,847
124,54
125,518
126,551
127,1332
128,994
129,1064
130,664
131,890
132,782
133,316
134,1041
135,532
136,1114
137,751
138,1232
139,1456
140,908
141,595
142,83
143,790
144,650
145,1441
146,1330
147,227
148,842
149,1082
150,404
151,940
152,835
153,898
154,798
155,688
156,995
157,77
158,1295
159,1199
160,615
161,557
162,252
163,375
164,141
165,1372
166,758
167,972
168,661
169,635
170,1098
171,1380
172,86
173,505
174,466
175,317
176,540
177,569
178,718
179,1364
180,1173
181,1192
182,1052
183,806
184,1449
185,799
186,1420
187,27
188,386
189,1454
190,1088
191,813
192,215
193,425
194,1014
195,419
196,136
197,1090
198,1056
199,702
200,1402
201,594
202,1001
203,307
204,504
205,1078
206,1231
207,152
208,750
209,1391
210,234
211,1344
212,895
213,406
214,3
215,691
216,625
217,1272
218,494
219,1060
220,235
221,370
222,464
223,1323
224,772
225,892
226,397
227,51
228,47
229,439
230,957
231,991
232,575
233,367
234,568
235,1346
236,167
237,868
238,79
239,1410
240,199
241,911
242,748
243,1349
244,444
245,1062
246,657
247,619
248,57
249,33
250,993
251,134
252,1312
253,445
254,99
255,334
256,374
257,907
258,945
259,956
260,394
261,629
262,480
263,5
264,830
265,209
266,168
267,503
268,1460
269,262
270,1457
271,858
272,954
273,616
274,18
275,29
276,1414
277,1213
278,1417
279,961
280,280
281,1212
282,246
283,475
284,966
285,788
286,166
287,946
288,366
289,967
290,1240
291,1181
292,1131
293,586
294,561
295,257
296,330
297,506
298,566
299,1314
300,1165
301,491
302,1228
303,1425
304,712
305,156
306,614
307,581
308,1091
309,1392
310,978
311,1136
312,601
313,465
314,177
315,1269
316,289
317,901
318,414
319,1122
320,558
321,527
322,947
323,301
324,839
325,786
326,311
327,743
328,1046
329,852
330,59
331,1133
332,1157
333,459
334,814
335,1305
336,19
337,621
338,1032
339,760
340,1016
341,181
342,72
343,1128
344,161
345,1389
346,78
347,171
348,347
349,1162
350,446
351,1405
352,231
353,1421
354,698
355,1365
356,14
357,261
358,431
359,396
360,902
361,546
362,933
363,478
364,162
365,841
366,1427
367,708
368,936
369,685
370,237
371,552
372,951
373,648
374,794
375,723
376,667
377,1211
378,1105
379,222
380,576
381,422
382,1097
383,103
384,68
385,408
386,1386
387,380
388,1390
389,510
390,876
391,1206
392,952
393,1168
394,1200
395,254
396,1127
397,1333
398,1117
399,1059
400,452
401,306
402,10
403,565
404,172
405,1145
406,178
407,462
408,473
409,495
410,920
411,695
412,1249
413,1325
414,1048
415,497
416,52
417,844
418,472
419,295
420,369
421,1043
422,373
423,1152
424,542
425,1431
426,887
427,142
428,843
429,226
430,1109
431,364
432,774
433,1169
434,1374
435,350
436,1083
437,1244
438,1224
