,ÉfÅ[É^
0,162
1,115
2,164
3,42
4,135
5,152
6,95
7,189
8,200
9,15
10,36
11,183
12,69
13,24
14,221
15,19
16,148
17,149
18,132
19,101
20,93
21,231
22,49
23,139
24,54
25,34
26,40
27,233
28,109
29,124
30,72
31,205
32,107
33,147
34,120
35,196
36,48
37,100
38,126
39,14
40,46
41,177
42,173
43,73
44,186
45,242
46,142
47,83
48,159
49,105
50,238
51,6
52,1
53,97
54,5
55,144
56,199
57,111
58,22
59,88
60,77
61,55
62,127
63,214
64,76
65,11
66,130
67,237
68,70
69,146
70,194
71,116
72,172
73,104
74,203
75,215
76,181
77,229
78,59
79,37
80,64
81,226
82,207
83,0
84,27
85,25
86,4
87,191
88,91
89,85
90,87
91,18
92,53
93,239
94,13
95,29
96,84
97,128
98,220
99,56
100,110
101,90
102,7
103,75
104,204
105,61
106,197
107,187
108,89
109,47
110,44
111,235
112,155
113,82
114,225
115,209
116,161
117,240
118,103
119,170
120,23
121,178
122,31
123,9
124,145
125,57
126,140
127,78
128,80
129,51
130,219
131,106
132,63
133,224
134,168
135,210
136,94
137,222
138,38
139,123
140,20
141,35
142,167
143,125
144,160
145,151
146,137
147,52
148,17
149,10
150,143
151,30
152,112
153,234
154,68
155,79
156,241
157,71
158,12
159,212
160,131
161,117
162,113
163,198
164,141
165,86
166,202
167,153
168,41
169,129
