,ÉfÅ[É^
0,479
1,1022
2,1003
3,866
4,874
5,689
6,287
7,873
8,447
9,1378
10,1051
11,1136
12,715
13,606
14,1441
15,641
16,176
17,485
18,723
19,1078
20,25
21,165
22,247
23,970
24,997
25,513
26,457
27,623
28,1370
29,123
30,520
31,536
32,1255
33,1126
34,188
35,1154
36,958
37,1150
38,1013
39,1239
40,1296
41,1236
42,187
43,103
44,998
45,465
46,855
47,1020
48,100
49,379
50,334
51,1175
52,22
53,343
54,1083
55,1018
56,1297
57,526
58,336
59,1391
60,930
61,1043
62,1088
63,137
64,653
65,1127
66,151
67,478
68,662
69,2
70,984
71,819
72,1086
73,52
74,23
75,885
76,752
77,1139
78,312
79,65
80,1074
81,537
82,585
83,1226
84,5
85,319
86,1321
87,1254
88,260
89,181
90,1357
91,102
92,693
93,519
94,769
95,1192
96,1061
97,438
98,358
99,4
100,1426
101,150
102,1249
103,127
104,1416
105,547
106,57
107,168
108,204
109,126
110,640
111,751
112,1352
113,1308
114,1017
115,1219
116,1279
117,302
118,839
119,685
120,637
121,35
122,748
123,1
124,915
125,1366
126,1159
127,496
128,517
129,622
130,596
131,1187
132,848
133,291
134,482
135,898
136,630
137,408
138,1065
139,18
140,1099
141,1009
142,790
143,668
144,1332
145,749
146,33
147,1375
148,1144
149,1042
150,371
151,872
152,228
153,667
154,279
155,683
156,91
157,1123
158,1269
159,914
160,1202
161,8
162,1068
163,467
164,359
165,1242
166,812
167,1211
168,661
169,62
170,89
171,1337
172,349
173,713
174,1402
175,1445
176,56
177,231
178,735
179,1457
180,1143
181,331
182,815
183,463
184,746
185,483
186,1309
187,446
188,0
189,475
190,944
191,1010
192,1048
193,670
194,563
195,7
196,207
197,1342
198,124
199,109
200,1304
201,1064
202,346
203,1040
204,1137
205,1319
206,501
207,887
208,550
209,232
210,234
211,843
212,59
213,258
214,489
215,418
216,764
217,218
218,918
219,1448
220,957
221,680
222,1104
223,1021
224,966
225,1360
226,135
227,755
228,1080
229,1443
230,1349
231,1033
232,1323
233,87
234,104
235,895
236,761
237,393
238,595
239,969
240,155
241,32
242,834
243,831
244,27
245,1317
246,1313
247,45
248,19
249,558
250,1430
251,987
252,702
253,697
254,240
255,612
256,1383
257,994
258,1091
259,281
260,629
261,1389
262,634
263,948
264,1424
265,967
266,424
267,1101
268,759
269,267
270,473
271,74
272,1034
273,186
274,1077
275,681
276,990
277,505
278,163
279,610
280,673
281,583
282,1277
283,277
284,1381
285,1172
286,24
287,593
288,299
289,1409
290,649
291,1367
292,84
293,1385
294,1073
295,1326
296,710
297,514
298,1451
299,99
300,175
301,1447
302,996
303,923
304,557
305,959
306,703
307,1100
308,726
309,824
310,294
311,360
312,852
313,477
314,1429
315,875
316,405
317,1225
318,785
319,1130
320,698
321,1173
322,549
323,663
324,832
325,1178
326,400
327,651
328,148
329,936
330,356
331,1458
332,317
333,777
334,328
335,1142
336,964
337,975
338,708
339,728
340,579
341,1163
342,682
343,388
344,194
345,545
346,781
347,760
348,802
349,1379
350,184
351,128
352,1197
353,1388
354,341
355,704
356,1158
357,1096
358,1031
359,533
360,1056
361,15
362,1171
363,889
364,986
365,426
366,736
367,1014
368,1215
369,1067
370,251
371,348
372,1324
373,978
374,1140
375,153
376,274
377,306
378,1374
379,624
380,329
381,202
382,931
383,431
384,939
385,856
386,311
387,525
388,1440
389,1368
390,1076
391,1046
392,628
393,776
394,1407
395,110
396,1026
397,1218
398,903
399,1330
400,770
401,1318
402,383
403,846
404,351
405,1147
406,1058
407,385
408,80
409,198
410,144
411,1364
412,1356
413,1294
414,278
415,1325
416,1417
417,1109
418,1174
419,185
420,1334
421,1339
422,888
423,921
424,1266
425,601
426,1336
427,1433
428,146
429,10
430,368
431,943
432,325
433,1194
434,571
435,1456
436,1118
437,1312
438,988
