,ÉfÅ[É^
0,863
1,950
2,108
3,867
4,1397
5,282
6,333
7,1290
8,786
9,1079
10,724
11,687
12,820
13,1193
14,954
15,28
16,411
17,1406
18,643
19,992
20,345
21,1398
22,935
23,1069
24,1382
25,138
26,174
27,1107
28,47
29,690
30,627
31,521
32,845
33,238
34,763
35,42
36,1395
37,993
38,1256
39,570
40,451
41,297
42,257
43,528
44,960
45,613
46,374
47,910
48,554
49,1241
50,308
51,60
52,1151
53,460
54,1412
55,1057
56,647
57,433
58,906
59,1206
60,442
61,361
62,1358
63,96
64,273
65,507
66,1161
67,366
68,616
69,605
70,911
71,9
72,1293
73,1230
74,491
75,678
76,1237
77,1288
78,210
79,1214
80,870
81,1261
82,81
83,432
84,1362
85,407
86,775
87,445
88,999
89,495
90,1270
91,896
92,529
93,139
94,1436
95,106
96,691
97,1075
98,671
99,920
100,862
101,402
102,717
103,105
104,1188
105,171
106,916
107,656
108,745
109,586
110,288
111,937
112,263
113,772
114,842
115,1384
116,626
117,253
118,439
119,1302
120,750
121,211
122,1153
123,522
124,928
125,1113
126,1355
127,1268
128,805
129,443
130,1168
131,1411
132,1114
133,857
134,1227
135,657
136,246
137,646
138,322
139,95
140,1184
141,1185
142,891
143,303
144,510
145,285
146,237
147,1371
148,217
149,926
150,293
151,85
152,1045
153,686
154,965
155,989
156,219
157,398
158,512
159,83
160,284
161,413
162,452
163,821
164,787
165,1299
166,577
167,1015
168,692
169,740
170,588
171,771
172,226
173,1376
174,92
175,454
176,86
177,968
178,314
179,296
180,468
181,1455
182,61
183,1259
184,1380
185,423
186,272
187,1390
188,983
189,1432
190,448
191,509
192,1063
193,430
194,602
195,741
196,173
197,675
198,1415
199,938
200,192
201,1115
202,14
203,725
204,1327
205,904
206,125
207,416
208,677
209,375
210,422
211,806
212,1066
213,590
214,791
215,115
216,574
217,1196
218,119
219,1090
220,524
221,40
222,837
223,655
224,130
225,3
226,826
227,742
228,1224
229,1274
230,304
231,283
232,565
233,977
234,412
235,1203
236,1093
237,195
238,394
239,1291
240,1253
241,403
242,753
243,1314
244,222
245,953
246,502
247,397
248,774
249,114
250,1344
251,946
252,562
253,298
254,417
255,50
256,1111
257,917
258,73
259,1450
260,1428
261,659
262,26
263,118
264,542
265,1105
266,666
267,244
268,942
269,166
270,849
271,1165
272,63
273,1307
274,494
275,788
276,1252
277,569
278,664
279,909
280,1191
281,1233
282,552
283,621
284,894
285,1084
286,744
287,625
288,924
289,853
290,172
291,961
292,1453
293,1097
294,220
295,933
296,295
297,908
298,1098
299,851
300,1071
301,575
302,912
303,461
304,355
305,544
306,1283
307,1228
308,720
309,913
310,199
311,705
312,504
313,213
314,78
315,1452
316,67
317,384
318,169
319,476
320,392
321,350
322,250
323,538
324,440
325,344
326,76
327,1460
328,1106
329,1200
330,580
331,1149
332,1369
333,459
334,576
335,841
336,367
337,1160
338,584
339,140
340,1258
341,1162
342,1081
343,90
344,499
345,1028
346,835
