,ÉfÅ[É^
0,303
1,407
2,33
3,717
4,335
5,154
6,246
7,438
8,696
9,420
10,263
11,61
12,178
13,134
14,13
15,278
16,56
17,728
18,255
19,270
20,17
21,248
22,234
23,345
24,625
25,610
26,408
27,557
28,29
29,315
30,348
31,330
32,192
33,65
34,542
35,580
36,221
37,116
38,495
39,661
40,678
41,709
42,58
43,211
44,269
45,619
46,257
47,675
48,302
49,361
50,548
51,34
52,321
53,677
54,510
55,474
56,476
57,574
58,697
59,390
60,268
61,648
62,656
63,386
64,163
65,181
66,87
67,521
68,615
69,49
70,332
71,670
72,92
73,10
74,582
75,702
76,15
77,714
78,444
79,704
80,5
81,653
82,333
83,106
84,349
85,338
86,372
87,561
88,718
89,311
90,132
91,127
92,107
93,490
94,71
95,296
96,613
97,98
98,305
99,213
100,378
101,242
102,133
103,123
104,524
105,145
106,710
107,549
108,633
109,461
110,14
111,573
112,685
113,232
114,72
115,16
116,212
117,509
118,135
119,259
120,721
121,243
122,460
123,456
124,419
125,99
126,36
127,595
128,655
129,660
130,471
131,104
132,130
133,596
134,667
135,623
136,238
137,682
138,680
139,448
140,129
141,583
142,396
143,9
144,520
145,445
146,683
147,193
148,52
149,351
150,220
151,137
152,578
153,262
154,78
155,428
156,190
157,701
158,191
159,658
160,451
161,82
162,44
163,275
164,647
165,539
166,228
167,340
168,144
169,151
170,121
171,322
172,37
173,373
174,722
175,73
176,550
177,605
178,727
179,413
180,446
181,313
182,331
183,519
184,694
185,170
186,100
187,59
188,279
189,287
190,300
191,118
192,8
193,112
194,484
195,114
196,466
197,69
198,385
199,671
200,391
201,712
202,244
203,214
204,611
205,468
206,622
207,699
208,235
209,652
210,245
211,483
212,180
213,534
214,511
215,485
216,684
217,208
218,726
