,ÉfÅ[É^
0,399
1,224
2,53
3,668
4,25
5,621
6,662
7,631
8,565
9,370
10,336
11,161
12,219
13,600
14,657
15,457
16,488
17,343
18,30
19,528
20,35
21,442
22,700
23,299
24,551
25,258
26,447
27,324
28,673
29,254
30,281
31,505
32,589
33,497
34,563
35,40
36,537
37,68
38,607
39,194
40,412
41,182
42,89
43,227
44,554
45,612
46,284
47,666
48,306
49,280
50,389
51,222
52,289
53,48
54,217
55,203
56,410
57,88
58,265
59,507
60,496
61,21
62,479
63,28
64,276
65,439
66,434
67,715
68,581
69,546
70,286
71,317
72,679
73,119
74,375
75,411
76,481
77,109
78,518
79,693
80,388
81,12
82,225
83,38
84,525
85,602
86,425
87,103
88,650
89,60
90,96
91,629
92,209
93,160
94,706
95,46
96,64
97,162
98,453
99,628
100,329
101,43
102,174
103,692
104,125
105,320
106,45
107,231
108,665
109,614
110,318
111,441
112,433
113,380
114,540
115,241
116,62
117,165
118,552
119,273
120,480
121,0
122,397
123,292
124,27
125,226
126,695
127,691
128,157
129,250
130,94
131,465
132,627
133,467
134,319
135,568
136,590
137,158
138,249
139,392
140,355
141,415
142,493
143,358
144,598
145,215
146,1
147,253
148,405
149,414
150,159
151,201
152,146
153,237
154,282
155,516
156,173
157,504
158,422
159,379
160,690
161,501
162,251
163,617
164,398
165,70
166,50
167,271
168,569
169,594
170,430
171,156
172,179
173,672
174,609
175,347
176,663
177,240
178,664
179,326
180,142
181,588
182,176
183,247
184,83
185,86
186,638
187,564
188,196
189,620
190,360
191,54
192,644
193,3
194,81
195,624
196,183
197,312
198,645
199,462
200,354
201,186
202,450
203,559
204,66
205,42
206,95
207,659
208,120
209,168
210,93
211,216
212,207
213,526
214,136
215,530
216,482
217,110
218,26
219,724
220,492
221,506
222,148
223,371
224,547
225,352
226,334
227,291
228,272
229,115
230,640
231,421
232,404
233,729
234,676
235,449
236,499
237,489
238,585
239,403
240,513
241,603
242,454
243,297
244,618
245,436
246,344
247,515
248,400
249,304
250,587
251,308
252,472
253,417
254,102
255,522
256,24
257,117
258,184
259,79
260,395
261,90
262,503
263,601
264,20
265,7
266,532
267,266
268,651
269,67
270,401
271,382
272,376
273,502
274,500
275,716
276,363
277,553
278,147
279,169
280,473
281,435
282,22
283,195
284,293
285,536
286,635
287,538
288,55
289,6
290,41
291,567
292,314
293,639
294,498
295,47
296,533
297,494
298,579
299,309
300,393
301,199
302,101
303,164
304,202
305,206
306,452
307,606
308,143
309,708
310,218
311,642
312,387
313,307
314,150
315,517
316,584
317,267
318,111
319,512
320,295
321,131
322,608
323,649
324,139
325,562
326,591
327,359
328,175
329,105
330,437
331,669
332,477
333,426
334,229
335,394
336,23
337,97
338,166
339,230
340,122
341,357
342,152
343,575
344,383
345,674
346,616
347,153
348,458
349,298
350,189
351,140
352,508
353,205
354,2
355,75
356,188
357,432
358,572
359,353
360,487
361,634
362,108
363,11
364,85
365,172
366,365
367,571
368,514
369,586
370,155
371,310
372,84
373,294
374,402
375,204
376,543
377,301
378,261
379,260
380,377
381,560
382,720
383,76
384,32
385,604
386,556
387,141
388,4
389,577
390,566
391,285
392,124
393,486
394,381
395,576
396,364
397,723
398,707
399,475
400,323
401,681
402,328
403,327
404,239
405,283
406,236
407,288
408,654
409,527
410,362
411,252
412,541
413,63
414,18
415,703
416,406
417,74
418,637
419,470
420,529
421,687
422,686
423,719
424,223
425,427
426,51
427,31
428,544
429,77
430,597
431,725
432,367
433,290
434,531
435,187
436,369
437,126
438,646
439,57
440,91
441,416
442,469
443,641
444,346
445,342
446,431
447,698
448,523
449,599
450,368
451,464
452,440
453,713
454,277
455,374
456,341
457,80
458,337
459,316
460,570
461,39
462,366
463,409
464,636
465,264
466,459
467,418
468,424
469,535
470,558
471,443
472,113
473,626
474,197
475,643
476,593
477,210
478,592
479,689
480,491
481,545
482,200
483,128
484,167
485,233
486,171
487,198
488,630
489,19
490,429
491,384
492,463
493,356
494,138
495,478
496,632
497,274
498,177
499,555
500,455
501,423
502,350
503,705
504,711
505,185
506,688
507,339
508,256
509,325
510,149
