,ÉfÅ[É^
0,21
1,100
2,28
3,83
4,0
5,82
6,99
7,30
8,33
9,120
10,17
11,26
12,96
13,119
14,40
15,61
16,36
17,13
18,85
19,87
20,45
21,66
22,113
23,75
24,31
25,24
26,105
27,48
28,77
29,67
30,103
31,51
32,71
33,76
34,49
35,37
36,23
37,86
38,8
39,7
40,89
41,91
42,80
43,16
44,63
45,88
46,74
47,39
48,62
49,81
50,34
51,69
52,121
53,116
54,104
55,78
56,68
57,109
58,73
59,4
60,47
61,117
62,94
63,115
64,95
65,90
66,44
67,72
68,59
69,110
70,60
71,102
72,5
73,93
74,12
75,114
76,22
77,55
78,9
79,25
80,20
81,108
82,98
83,58
84,11
