,ÉfÅ[É^
0,482
1,184
2,6
3,401
4,1053
5,664
6,17
7,725
8,756
9,567
10,1046
11,142
12,313
13,428
14,404
15,812
16,761
17,614
18,489
19,1083
20,43
21,835
22,13
23,151
24,24
25,432
26,1025
27,317
28,177
29,875
30,579
31,227
32,755
33,435
34,258
35,426
36,923
37,974
38,1029
39,239
40,321
41,668
42,387
43,542
44,566
45,475
46,597
47,114
48,787
49,260
50,529
51,926
52,490
53,857
54,830
55,925
56,1011
57,422
58,591
59,726
60,512
61,501
62,703
63,565
64,179
65,9
66,492
67,245
68,224
69,293
70,915
71,924
72,1014
73,381
74,169
75,791
76,672
77,652
78,728
79,680
80,522
81,487
82,137
83,587
84,98
85,152
86,563
87,904
88,51
89,327
90,730
91,274
92,575
93,815
94,403
95,833
96,786
97,750
98,111
99,214
100,816
101,778
102,91
103,798
104,164
105,1089
106,784
107,943
108,600
109,513
110,645
111,536
112,235
113,692
114,861
115,261
116,799
117,1070
118,1010
119,847
120,538
121,559
122,977
123,825
124,419
125,136
126,433
127,650
128,870
129,210
130,892
131,447
132,1069
133,541
134,48
135,828
136,66
137,375
138,93
139,96
140,528
141,981
142,107
143,549
144,640
145,595
146,710
147,1045
148,203
149,537
150,470
151,764
152,377
153,344
154,407
155,438
156,310
157,400
158,836
159,1037
160,359
161,878
162,484
163,1078
164,879
165,322
166,1030
167,1092
168,727
169,945
170,232
171,534
172,913
173,1076
174,647
175,3
176,155
177,584
178,757
179,1000
180,74
181,463
182,346
183,362
184,956
185,1047
186,47
187,418
188,373
189,405
190,740
191,989
192,55
193,822
194,1036
195,60
196,158
197,921
198,100
199,440
200,242
201,295
202,682
203,144
204,27
205,506
206,1091
207,370
208,535
209,769
210,371
211,958
212,376
213,319
214,557
215,554
216,420
217,1005
218,700
219,314
220,1001
221,341
222,502
223,63
224,622
225,190
226,8
227,320
228,942
229,444
230,531
231,954
232,666
233,1026
234,641
235,646
236,87
237,746
238,185
239,18
240,768
241,386
242,453
243,518
244,866
245,135
246,679
247,196
248,1051
249,230
250,752
251,996
252,1022
253,1061
254,503
255,762
256,265
257,864
258,112
259,163
260,414
261,455
262,800
263,620
264,702
265,396
266,991
267,1056
268,148
269,1043
270,76
271,690
272,863
273,109
274,955
275,1034
276,193
277,161
278,570
279,171
280,1071
281,145
282,708
283,705
284,1094
285,949
286,217
287,430
288,416
289,299
290,779
291,285
292,669
293,520
294,995
295,984
296,389
297,1087
298,686
299,392
300,197
301,674
302,121
303,932
304,86
305,133
306,603
307,571
308,586
309,42
310,36
311,1016
312,467
313,205
314,316
315,810
316,146
317,118
318,30
319,206
320,479
321,777
322,805
323,28
324,626
325,494
326,901
327,972
328,867
