,ÉfÅ[É^
0,98
1,725
2,973
3,1262
4,527
5,1220
6,34
7,802
8,886
9,1170
10,252
11,568
12,902
13,285
14,639
15,637
16,298
17,851
18,750
19,808
20,1327
21,919
22,1012
23,434
24,595
25,1117
26,719
27,1396
28,1236
29,82
30,1389
31,25
32,862
33,1020
34,757
35,578
36,271
37,69
38,869
39,842
40,511
41,1455
42,188
43,123
44,924
45,1354
46,785
47,337
48,591
49,1186
50,517
51,968
52,1119
53,1338
54,219
55,1438
56,925
57,1198
58,7
59,220
60,917
61,956
62,276
63,959
64,809
65,415
66,788
67,649
68,1407
69,982
70,418
71,857
72,928
73,432
74,1040
75,1125
76,1291
77,1191
78,701
79,426
80,1151
81,1393
82,964
83,655
84,947
85,206
86,1314
87,352
88,755
89,265
90,618
91,683
92,607
93,31
94,1175
95,574
96,274
97,575
98,191
99,915
100,1025
101,88
102,1061
103,72
104,227
105,378
106,889
107,131
108,929
109,1062
110,868
111,988
112,1179
113,711
114,594
115,699
116,1290
117,399
118,1050
119,154
120,143
121,1257
122,23
123,1232
124,332
125,950
126,1102
127,1450
128,45
129,1312
130,101
131,1385
132,312
133,850
134,986
135,1223
136,1
137,1089
138,1154
139,470
140,566
141,671
142,197
143,906
144,398
145,508
146,893
147,171
148,1099
149,174
150,125
151,1280
152,367
153,1083
154,1169
155,261
156,1183
157,1017
158,1002
159,735
160,103
161,93
162,65
163,1360
164,937
165,817
166,472
167,315
168,153
169,717
170,118
171,1346
172,342
173,145
174,1054
175,406
176,894
177,698
178,1445
179,1120
180,991
181,339
182,1249
183,1145
184,804
185,932
186,643
187,90
188,50
189,861
190,766
191,608
192,1388
193,855
194,496
195,1105
196,200
197,621
198,935
199,476
200,1066
201,693
202,1159
203,15
204,1134
205,1029
206,606
207,731
208,338
209,381
210,1213
211,89
212,475
213,583
214,254
215,128
216,1136
217,19
218,1366
219,1228
220,152
221,1269
222,376
223,313
224,455
225,1206
226,189
227,734
228,277
229,1049
230,369
231,1247
232,444
233,1368
234,544
235,413
236,981
237,916
238,791
239,1122
240,1324
241,910
242,1007
243,160
244,1423
245,493
246,913
247,1046
248,823
249,8
250,250
251,185
252,142
253,1094
254,535
255,94
256,1284
257,134
258,810
259,854
260,1060
261,582
262,669
263,847
264,482
265,420
266,9
267,1195
268,424
269,793
270,526
271,325
272,1336
273,1443
274,622
275,17
276,1243
277,253
278,596
279,358
280,866
281,199
282,267
283,940
284,1323
285,353
286,549
287,1114
288,852
289,139
290,562
291,895
292,1454
293,1138
294,714
295,867
296,91
297,1378
298,963
299,908
300,1297
301,531
302,680
303,1340
304,349
305,1330
306,320
307,159
308,746
309,230
310,957
311,1090
312,523
313,729
314,1149
315,1081
316,859
317,730
318,1172
319,1361
320,370
321,329
322,710
323,266
324,1449
325,844
326,837
327,404
328,340
329,122
330,769
331,930
332,323
333,942
334,379
335,876
336,782
337,707
338,490
339,853
340,709
341,1188
342,1387
343,941
344,286
345,95
346,478
347,1073
348,502
349,1143
350,84
351,819
352,1146
353,1205
354,841
355,687
356,256
357,723
358,1333
359,469
360,1019
361,1035
362,224
363,368
364,695
365,303
366,1001
367,74
368,796
369,465
370,416
371,423
372,1097
373,1242
374,1225
375,1231
376,675
377,161
378,487
379,970
380,112
381,449
382,756
383,203
384,702
385,1221
386,1160
387,1345
388,366
389,360
390,572
391,1129
392,1110
393,479
394,1038
395,797
396,1069
397,888
398,226
399,13
400,1350
401,579
402,768
403,221
404,1127
405,931
406,833
407,801
408,391
409,1362
410,975
411,344
412,642
413,428
414,1328
415,246
416,1027
417,156
418,737
419,926
420,26
421,1271
422,705
423,1051
424,135
425,1250
426,1184
427,923
428,1358
429,1234
430,1092
431,1044
432,631
433,1414
434,474
435,948
436,845
437,305
438,700
