,ÉfÅ[É^
0,1211
1,401
2,386
3,1316
4,586
5,1452
6,1190
7,4
8,524
9,453
10,372
11,180
12,411
13,1235
14,670
15,217
16,1334
17,1363
18,803
19,1439
20,1353
21,458
22,1411
23,1244
24,1298
25,966
26,927
27,1441
28,155
29,275
30,831
31,1429
32,858
33,345
34,1045
35,903
36,1364
37,615
38,848
39,961
40,646
41,783
42,100
43,635
44,148
45,18
46,30
47,282
48,552
49,1369
50,452
51,1164
52,1303
53,467
54,597
55,328
56,1200
57,1204
58,308
59,166
60,62
61,1261
62,897
63,1174
64,194
65,570
66,884
67,1408
68,186
69,149
70,688
71,896
72,1427
73,1371
74,228
75,691
76,990
77,1015
78,1287
79,658
80,1008
81,657
82,1325
83,484
84,559
85,653
86,600
87,1397
88,1308
89,1106
90,708
91,1022
92,679
93,512
94,651
95,627
96,759
97,1289
98,1310
99,1133
100,1048
101,1413
102,744
103,1307
104,811
105,1447
106,506
107,236
108,297
109,1111
110,403
111,147
112,1095
113,763
114,477
115,774
116,662
117,280
118,170
119,1085
120,1028
121,314
122,892
123,692
124,58
125,834
126,446
127,1417
128,201
129,1258
130,107
131,1281
132,1246
133,880
134,610
135,443
136,1351
137,364
138,177
139,1063
140,726
141,28
142,770
143,67
144,1075
145,626
146,1218
147,885
148,706
149,505
150,1107
151,1177
152,119
153,12
154,874
155,1009
156,682
157,500
158,269
159,694
160,47
161,1295
162,109
163,720
164,644
165,459
166,395
167,501
168,1292
169,733
170,356
171,1201
172,11
173,1187
174,333
175,1157
176,1194
177,494
178,307
179,907
180,214
181,806
182,1018
183,441
184,1026
185,1436
186,979
187,805
188,1123
189,327
190,137
191,547
192,899
193,1034
194,633
195,1460
196,659
197,49
198,10
199,66
200,510
201,429
202,954
203,676
204,396
205,205
206,357
207,1300
208,480
209,466
210,1032
211,421
212,1212
213,647
214,1171
215,882
216,1373
217,674
218,422
219,46
220,291
221,1285
222,799
223,172
224,115
225,529
226,178
227,1286
228,1426
229,21
230,451
231,881
232,240
233,949
234,42
235,1196
236,1158
237,1152
238,127
239,1140
240,0
241,407
242,520
243,1150
244,392
245,187
246,283
247,666
248,210
249,909
250,715
251,1251
252,14
253,551
254,1108
255,454
256,661
257,995
258,435
259,56
260,825
261,996
262,237
263,114
264,68
265,1288
266,1266
267,1227
268,667
269,116
270,936
271,598
272,795
273,985
274,944
275,553
276,44
277,628
278,1041
279,330
280,268
281,39
282,351
283,765
284,408
285,73
286,61
287,609
288,22
289,602
290,1320
291,1080
292,193
293,890
294,519
295,1056
296,648
297,471
298,168
299,243
300,557
301,972
302,1248
303,99
304,1263
305,997
306,290
307,164
308,772
309,113
310,721
311,571
312,182
313,141
314,962
315,678
316,311
317,790
318,485
319,736
320,1058
321,625
322,1319
323,1142
324,789
325,75
326,1101
327,1456
328,76
329,556
330,270
331,977
332,244
333,410
334,1442
335,151
336,920
337,278
338,96
339,167
340,322
341,430
342,814
343,371
344,284
345,1267
346,1339
347,912
348,1104
349,1384
350,812
351,641
352,212
353,241
354,350
355,1192
356,1395
357,1103
358,374
359,486
360,673
361,233
362,1124
363,745
364,1116
365,63
366,1217
367,740
368,555
369,1352
370,758
371,1209
372,1233
373,1404
374,1440
375,558
376,905
377,605
378,133
379,319
380,777
381,538
382,1229
383,86
384,425
385,440
386,1444
387,1458
388,1406
389,945
390,660
391,1390
392,251
393,592
394,974
395,636
396,1282
397,1272
398,120
399,1086
400,130
401,41
402,229
403,534
404,1068
405,764
406,513
407,971
408,273
409,1072
410,196
411,1293
412,279
413,1457
414,1031
415,650
416,778
417,1014
418,192
419,504
420,1322
421,542
422,863
423,969
424,499
425,960
426,158
427,52
428,716
429,238
430,864
431,590
432,781
433,548
434,402
435,967
436,393
437,1305
438,1348
439,377
440,438
441,394
442,891
443,1178
444,385
445,816
446,1088
447,53
448,787
449,1067
450,223
451,539
452,914
453,1416
454,532
455,1128
456,1424
457,387
458,832
459,1005
460,521
461,1078
462,1077
463,953
464,70
465,565
466,1168
467,540
468,983
469,213
470,998
471,1239
472,1356
473,384
474,681
475,1394
476,173
477,994
478,1431
479,1113
480,1084
481,359
482,1033
483,48
484,129
485,775
486,545
487,656
488,1402
489,603
490,509
491,965
492,1264
493,1013
494,1451
495,140
496,1161
497,560
498,146
499,204
500,739
501,59
502,818
503,533
504,1241
505,121
506,616
507,1432
508,445
509,1410
510,1155
511,634
512,503
513,136
514,1021
515,1386
516,316
517,248
518,491
519,1115
520,71
521,767
522,354
523,573
524,828
525,525
526,536
527,581
528,258
529,157
530,1306
531,317
532,51
533,1210
534,362
535,165
536,409
537,976
538,543
539,952
540,1311
541,293
542,640
543,612
544,697
545,749
546,414
547,747
548,1332
549,310
550,85
551,815
552,813
553,373
554,1245
555,561
556,102
557,1059
558,663
559,1419
560,624
561,1112
562,427
563,57
564,468
565,528
566,363
567,1057
568,77
569,460
570,1024
571,498
572,331
573,288
574,865
575,207
576,29
577,216
578,1296
579,630
580,1409
581,383
582,1294
583,239
584,318
585,343
586,1342
587,1130
588,1268
589,1256
590,150
591,87
592,617
593,776
594,1302
595,27
596,1365
597,437
598,1042
599,980
600,40
601,1052
602,584
603,652
604,860
605,306
606,97
607,1255
608,1421
609,218
610,1392
611,309
612,1091
613,1074
614,473
615,1367
616,163
617,1399
618,1329
619,1023
620,262
621,1216
622,489
623,654
624,1382
625,742
626,611
627,1000
628,738
629,1165
630,955
631,883
632,1453
633,1163
634,175
635,1180
636,668
637,461
638,537
639,685
640,202
641,933
642,993
643,879
644,1037
645,554
