,ÉfÅ[É^
0,205
1,72
2,272
3,626
4,14
5,692
6,657
7,533
8,466
9,647
10,373
11,135
12,584
13,497
14,640
15,520
16,587
17,297
18,635
19,149
20,362
21,228
22,189
23,101
24,530
25,240
26,539
27,531
28,279
29,686
30,16
31,23
32,667
33,76
34,651
35,291
36,644
37,417
38,329
39,481
40,519
41,470
42,680
43,672
44,482
45,517
46,525
47,83
48,380
49,269
50,292
51,705
52,677
53,342
54,609
55,441
56,719
57,133
58,381
59,546
60,356
61,435
62,382
63,69
64,181
65,410
66,119
67,271
68,290
69,247
70,555
71,399
72,674
73,236
74,583
75,166
76,535
77,594
78,160
79,469
80,558
81,588
82,448
83,450
84,232
85,590
86,638
87,144
88,56
89,480
90,550
91,394
92,589
93,32
94,106
95,396
96,650
97,537
98,698
99,424
100,226
101,288
102,8
103,97
104,194
105,458
106,95
107,217
108,137
109,505
110,323
111,63
112,604
113,712
114,349
115,153
116,265
117,287
118,683
119,332
120,11
121,48
122,438
123,586
124,495
125,50
126,208
127,348
128,639
129,238
130,282
131,114
132,472
133,253
134,668
135,91
136,515
137,389
138,130
139,671
140,360
141,227
142,499
143,263
144,210
145,591
146,152
147,286
148,122
149,376
150,446
151,543
152,303
153,524
154,294
155,65
156,310
157,347
158,554
159,548
160,350
161,190
162,276
163,322
164,140
165,123
166,439
167,215
168,173
169,10
170,204
171,605
172,9
173,713
174,37
175,727
176,701
177,142
178,433
179,390
180,21
181,86
182,444
183,479
184,175
185,411
186,523
187,141
188,418
189,387
190,395
191,13
192,509
193,593
194,398
195,597
196,385
197,354
198,302
199,299
200,87
201,195
202,582
203,473
204,629
205,540
206,275
207,46
208,183
209,252
210,703
211,704
212,607
213,422
214,193
215,375
216,170
217,455
218,490
219,485
220,567
221,313
222,66
223,622
224,355
225,652
226,74
227,506
228,617
229,645
230,557
231,216
232,161
233,566
234,696
235,516
236,714
237,280
238,401
239,695
240,388
241,437
242,366
243,359
244,518
245,321
246,89
247,58
248,725
249,81
250,670
251,231
252,223
253,248
254,653
255,187
256,615
257,255
258,305
259,416
260,79
261,720
262,34
263,585
264,565
265,601
266,596
267,185
268,658
269,29
270,317
271,268
272,573
273,526
274,145
275,690
276,353
277,43
278,500
279,107
280,471
281,654
282,12
283,17
284,467
285,308
286,328
287,243
288,28
289,327
290,331
291,465
292,538
293,498
294,180
295,547
296,203
297,212
298,568
299,358
300,259
301,507
302,300
303,304
304,544
305,319
306,316
307,468
308,729
309,606
310,429
311,365
312,71
313,49
314,274
315,456
316,702
317,151
318,371
319,284
320,501
321,440
322,383
323,301
324,513
325,405
326,270
327,592
328,431
329,402
330,295
331,682
332,256
333,19
334,159
335,168
336,209
337,40
338,442
339,148
340,491
341,315
342,625
343,718
344,75
345,146
346,393
347,534
348,370
349,164
350,197
351,569
352,115
353,73
354,128
355,700
356,716
357,377
358,262
359,425
360,372
361,143
362,464
363,660
364,147
365,25
366,264
367,408
368,492
369,574
370,136
371,493
372,306
373,202
374,443
375,724
376,710
377,706
378,245
379,621
380,36
381,675
382,109
383,199
384,611
385,457
386,93
387,326
388,266
389,343
390,198
391,409
392,536
393,619
394,178
395,339
396,116
397,27
398,717
399,182
400,44
401,6
402,420
403,496
404,242
405,85
406,94
407,5
408,421
409,239
410,391
411,608
412,527
413,474
414,88
415,618
416,51
417,102
418,42
419,709
420,715
421,346
422,688
423,553
424,624
425,378
426,156
427,278
428,111
429,98
430,177
431,681
432,289
433,24
434,628
435,610
436,26
437,92
438,171
439,578
440,281
441,510
442,673
443,207
444,489
445,261
446,600
447,1
448,631
449,340
450,477
451,224
452,62
453,571
454,254
455,434
456,426
457,367
458,708
459,335
460,333
461,176
462,206
463,663
464,603
465,246
466,563
467,475
468,57
469,728
470,186
471,528
472,363
473,514
474,45
475,296
476,234
477,139
478,138
479,90
480,132
481,134
482,273
483,298
484,707
485,463
486,2
487,169
488,4
489,374
490,110
491,67
492,679
493,99
494,337
495,250
496,267
497,325
498,648
499,579
500,598
501,397
502,117
503,522
504,623
505,165
506,649
507,453
508,77
509,541
510,230
