,ÉfÅ[É^
0,172
1,30
2,666
3,344
4,637
5,436
6,432
7,0
8,486
9,309
10,545
11,214
12,314
13,532
14,430
15,155
16,121
17,39
18,341
19,386
20,415
21,689
22,352
23,616
24,307
25,35
26,235
27,723
28,665
29,572
30,478
31,369
32,562
33,643
34,559
35,225
36,108
37,699
38,338
39,575
40,484
41,595
42,251
43,47
44,676
45,118
46,41
47,219
48,174
49,96
50,80
51,659
52,125
53,324
54,293
55,167
56,120
57,627
58,684
59,211
60,488
61,257
62,521
63,711
64,163
65,599
66,237
67,113
68,364
69,196
70,52
71,154
72,576
73,633
74,722
75,70
76,461
77,564
78,413
79,54
80,22
81,580
82,697
83,201
84,570
85,460
86,162
87,403
88,84
89,218
90,452
91,406
92,258
93,82
94,249
95,502
96,15
97,632
98,131
99,669
100,188
101,511
102,191
103,285
104,694
105,68
106,687
107,357
108,655
109,428
110,336
111,213
112,662
113,379
114,476
115,179
116,620
117,613
118,412
119,384
120,602
121,158
122,447
123,556
124,192
125,277
126,38
127,656
128,184
129,100
130,404
131,641
132,646
133,3
134,20
135,233
136,241
137,577
138,494
139,721
140,392
141,59
142,318
143,150
144,685
145,581
146,664
147,503
148,361
149,126
150,222
151,678
152,127
153,64
154,630
155,311
156,449
157,561
158,200
159,112
160,351
161,18
162,487
163,642
164,368
165,124
166,104
167,542
168,400
169,129
170,445
171,423
172,691
173,459
174,7
175,636
176,614
177,508
178,53
179,451
180,78
181,103
182,427
183,726
184,512
185,462
186,634
187,31
188,345
189,330
190,60
191,244
192,419
193,221
194,560
195,283
196,55
197,33
198,529
199,229
200,105
201,334
202,312
203,260
204,551
205,320
206,157
207,661
208,504
209,414
210,612
211,220
212,549
213,483
214,693
215,61
216,552
217,454
218,407
