,ÉfÅ[É^
0,145
1,122
2,46
3,96
4,166
5,12
6,171
7,74
8,114
9,80
10,139
11,45
12,65
13,70
14,1
15,60
16,173
17,146
18,6
19,103
20,100
21,40
22,156
23,177
24,33
25,72
26,13
27,88
28,34
29,90
30,52
31,55
32,148
33,49
34,164
35,59
36,71
37,182
38,66
39,29
40,176
41,149
42,147
43,95
44,84
45,36
46,134
47,128
48,2
49,89
50,163
51,14
52,94
53,51
54,19
55,151
56,123
57,47
58,32
59,62
60,18
61,152
62,132
63,170
64,112
65,127
66,20
67,37
68,161
69,109
70,121
71,97
72,116
73,10
74,39
75,126
76,98
77,118
78,42
79,64
80,25
81,117
82,138
83,23
84,108
85,9
86,57
87,30
88,136
89,160
90,22
91,155
92,153
93,83
94,142
95,43
96,53
97,159
98,50
99,78
100,68
101,77
102,27
103,129
104,168
105,137
106,7
107,141
108,31
109,181
110,158
111,3
112,174
113,79
114,81
115,91
116,113
117,67
118,135
119,15
120,69
121,86
122,104
123,4
124,75
125,130
126,162
127,35
