,ÉfÅ[É^
0,44
1,8
2,92
3,36
4,72
5,50
6,11
7,93
8,88
9,73
10,84
11,75
12,67
13,89
14,65
15,10
16,63
17,95
18,81
19,80
20,45
21,26
22,86
23,39
24,91
25,109
26,90
27,113
28,15
29,1
30,49
31,120
32,41
33,17
34,3
35,66
36,99
37,60
38,83
39,20
40,13
41,74
42,106
43,59
44,87
45,69
46,64
47,48
48,29
49,32
50,105
51,103
52,107
53,12
54,68
55,102
56,34
57,112
58,18
59,25
60,117
61,54
62,98
63,5
64,24
65,70
66,9
67,38
68,58
69,96
70,121
71,61
72,97
73,110
74,119
75,35
76,30
77,108
78,53
79,21
80,57
81,100
82,76
83,77
84,16
