,ÉfÅ[É^
0,1012
1,415
2,1004
3,210
4,472
5,477
6,690
7,609
8,469
9,965
10,396
11,18
12,411
13,812
14,198
15,769
16,559
17,9
18,261
19,451
20,744
21,382
22,389
23,758
24,941
25,269
26,1021
27,461
28,813
29,338
30,985
31,689
32,353
33,72
34,297
35,355
36,1069
37,872
38,724
39,561
40,309
41,1066
42,29
43,673
44,1001
45,937
46,957
47,399
48,899
49,782
50,137
51,621
52,213
53,993
54,55
55,292
56,651
57,538
58,620
59,110
60,658
61,205
62,828
63,491
64,208
65,397
66,285
67,130
68,922
69,64
70,565
71,400
72,1053
73,737
74,19
75,688
76,684
77,523
78,677
79,820
80,584
81,649
82,117
83,571
84,156
85,158
86,1081
87,412
88,169
89,147
90,770
91,932
92,423
93,88
94,36
95,542
96,290
97,502
98,1007
99,139
100,917
101,532
102,490
103,809
104,383
105,378
106,537
107,266
108,387
109,388
110,832
111,843
112,648
113,165
114,780
115,806
116,357
117,246
118,507
119,743
120,273
121,352
122,668
123,66
124,304
125,697
126,1014
127,908
128,720
129,978
130,837
131,642
132,549
133,184
134,943
135,185
136,20
137,956
138,504
139,904
140,419
141,760
142,306
143,942
144,96
145,975
146,314
147,834
148,687
149,579
150,1034
151,138
152,436
153,84
154,228
155,168
156,655
157,653
158,848
159,294
160,238
161,1047
162,86
163,222
164,1033
165,187
166,859
167,1020
168,759
169,1077
170,659
171,611
172,313
173,585
174,52
175,257
176,444
177,915
178,979
179,409
180,112
181,606
182,170
183,343
184,682
185,840
186,867
187,999
188,242
189,1080
190,416
191,324
192,573
193,302
194,603
195,336
196,1060
197,569
198,326
199,731
200,488
201,709
202,305
203,489
204,106
205,385
206,711
207,463
208,953
209,630
210,129
211,725
212,155
213,401
214,654
215,624
216,826
217,48
218,614
219,443
220,890
221,513
222,710
223,296
224,245
225,981
226,1043
227,595
228,207
229,342
230,351
231,1032
232,638
233,637
234,244
235,805
236,512
237,713
238,473
239,358
240,431
241,13
242,562
243,785
244,831
245,787
246,741
247,660
248,235
249,94
250,311
251,1013
252,122
253,393
254,775
255,80
256,464
257,1050
258,871
259,5
260,391
261,154
262,564
263,927
264,906
265,576
266,163
267,1027
268,197
269,183
270,889
271,865
272,552
273,471
274,21
275,1091
276,1064
277,250
278,587
279,280
280,347
281,861
282,486
283,159
284,786
285,858
286,602
287,267
288,189
289,485
290,1019
291,63
292,426
293,617
294,994
295,289
296,517
297,413
298,379
299,300
300,286
301,589
302,209
303,572
304,644
305,241
306,194
307,968
308,143
309,873
310,28
311,729
312,685
313,1000
314,894
315,870
316,310
317,365
318,1045
319,505
320,986
321,414
322,192
323,567
324,1046
325,853
326,202
327,177
328,255
