,ÉfÅ[É^
0,544
1,282
2,914
3,293
4,1089
5,361
6,83
7,11
8,961
9,672
10,877
11,533
12,635
13,1074
14,410
15,438
16,510
17,146
18,449
19,893
20,307
21,381
22,445
23,829
24,556
25,474
26,329
27,38
28,886
29,801
30,678
31,574
32,751
33,440
34,223
35,69
36,320
37,821
38,900
39,902
40,364
41,800
42,46
43,101
44,211
45,17
46,26
47,736
48,316
49,570
50,91
51,722
52,1038
53,277
54,928
55,646
56,623
57,753
58,247
59,196
60,590
61,560
62,955
63,783
64,640
65,1072
66,973
67,923
68,175
69,1008
70,346
71,636
72,598
73,380
74,909
75,548
76,586
77,339
78,670
79,42
80,857
81,633
82,825
83,1055
84,1094
85,111
86,799
87,420
88,369
89,1071
90,119
91,203
92,301
93,274
94,1076
95,719
96,279
97,92
98,240
99,963
100,232
101,629
102,696
103,98
104,278
105,767
106,764
107,960
108,99
109,193
110,884
111,57
112,85
113,1010
114,1037
115,127
116,1002
117,45
118,65
119,470
120,475
121,224
122,798
123,509
124,823
125,773
126,524
127,568
128,756
129,8
130,704
131,600
132,103
133,771
134,428
135,33
136,935
137,521
138,133
139,575
140,204
141,601
142,596
143,1011
144,1065
145,846
146,182
147,793
148,949
149,276
150,216
151,176
152,136
153,107
154,15
155,454
156,1024
157,667
158,727
159,791
160,774
161,555
162,742
163,0
164,150
165,298
166,847
167,1088
168,1052
169,675
170,1042
171,142
172,468
173,417
174,966
175,947
176,530
177,493
178,807
179,683
180,730
181,62
182,666
183,319
184,384
185,201
186,945
187,4
188,218
189,456
190,827
191,395
192,794
193,322
194,333
195,467
196,164
197,998
198,835
199,887
200,703
201,1015
202,593
203,531
204,940
205,487
206,661
207,233
208,60
209,1061
210,839
211,1036
212,367
213,174
214,972
215,377
216,252
217,448
218,35
219,615
220,1005
221,476
222,1095
223,695
224,455
225,765
226,275
227,550
228,866
229,360
230,734
231,271
232,90
233,452
234,212
235,437
236,990
237,140
238,580
239,647
240,632
241,849
242,907
243,885
244,748
245,375
246,613
247,681
248,1084
249,755
250,752
251,1090
252,854
253,408
254,931
255,528
256,16
257,81
258,860
259,541
260,951
261,702
262,810
263,693
264,104
265,1003
266,447
267,362
268,270
269,625
270,817
271,128
272,1075
273,845
274,679
275,10
276,1018
277,221
278,539
279,641
280,334
281,540
282,778
283,25
284,226
285,31
286,478
287,498
288,626
289,838
290,40
291,706
292,761
293,916
294,390
295,335
296,663
297,200
298,349
299,888
300,371
301,772
302,71
303,581
304,515
305,206
306,896
307,874
308,466
309,700
310,698
311,669
312,161
313,855
314,967
315,830
316,265
317,745
318,434
319,1079
320,56
321,721
322,1048
323,959
324,984
325,199
326,735
327,430
328,260
329,952
330,173
331,1051
332,919
333,924
334,996
335,1023
336,680
337,976
338,610
339,597
340,370
341,790
342,480
343,1009
344,665
345,958
346,2
347,41
348,263
349,105
350,728
351,808
352,258
353,288
354,330
355,424
356,1063
357,368
358,519
359,268
360,707
361,151
362,950
363,392
364,525
365,662
366,918
367,465
368,1058
369,739
370,166
371,229
372,172
373,926
374,762
375,123
376,545
377,152
378,738
379,190
380,249
381,58
382,852
383,939
384,777
385,936
386,149
387,217
388,616
389,95
390,254
391,327
392,328
393,303
394,686
395,429
396,784
397,822
398,131
399,394
400,162
401,214
402,705
403,1082
404,1068
405,818
406,664
407,153
408,645
409,802
410,50
411,563
412,317
413,236
414,102
415,89
416,124
417,1025
418,73
419,929
420,1073
421,78
422,781
423,864
424,518
425,43
426,1006
427,980
428,763
429,733
430,631
431,239
432,1059
433,453
434,1067
435,1085
436,892
437,462
438,946
439,97
440,997
441,181
442,22
443,619
444,671
445,418
446,543
447,93
448,905
449,39
450,376
451,350
452,1093
453,125
454,178
455,503
456,167
457,875
458,479
459,87
460,234
461,912
462,256
463,749
464,803
465,1057
466,836
467,989
468,450
469,910
470,876
471,253
472,726
473,779
474,496
475,373
476,501
477,359
478,398
479,841
480,23
481,325
482,856
483,1016
484,824
485,566
486,796
487,933
488,287
489,262
490,1056
491,529
492,1022
493,386
494,79
495,318
496,1017
497,628
498,425
499,891
500,323
501,925
502,432
503,144
504,141
505,577
506,457
507,1083
508,495
509,76
510,740
511,851
512,788
513,712
514,14
515,441
516,954
517,67
518,605
519,348
520,708
521,558
522,220
523,405
524,237
525,921
526,75
527,34
528,77
529,116
530,215
531,345
532,547
533,312
534,1041
535,676
536,82
537,938
538,977
539,321
540,516
541,219
542,1028
543,901
544,592
545,1087
546,427
547,578
548,583
549,406
550,1092
551,281
552,591
553,650
554,557
555,944
556,844
557,534
558,12
559,27
560,554
561,983
562,248
563,272
564,930
565,68
566,340
567,53
568,54
569,546
570,109
571,717
572,898
573,225
574,231
575,230
576,121
577,863
578,714
579,7
580,1035
581,366
582,694
583,439
584,1086
585,508
586,341
587,911
588,948
589,344
590,962
591,920
592,132
593,191
594,987
595,612
596,403
597,553
598,458
599,120
600,757
601,692
602,883
603,862
604,604
605,1039
606,608
607,134
608,599
609,157
610,1
611,639
612,982
613,484
614,135
615,308
616,1044
617,1030
618,776
619,32
620,992
621,114
622,435
623,500
624,789
625,1054
626,811
627,551
628,115
629,879
630,186
631,374
632,506
633,1029
634,881
635,627
636,61
637,527
638,284
639,652
640,295
641,797
642,750
643,1049
644,47
645,868
646,732
647,607
648,179
649,49
650,1026
651,291
652,971
653,536
654,622
655,108
656,481
657,259
658,1078
659,970
660,299
661,988
662,404
663,6
664,497
665,594
666,251
667,372
668,643
669,511
670,634
671,934
672,113
673,842
674,264
675,716
676,514
677,814
678,243
679,816
680,421
681,180
682,520
683,618
684,59
685,535
686,356
687,433
688,815
689,148
690,460
691,1070
692,499
693,746
694,699
695,145
696,795
697,332
698,188
699,171
700,878
701,895
702,483
703,126
704,718
705,1062
706,715
707,1031
708,754
709,331
710,880
711,70
712,522
713,991
714,691
715,588
716,422
717,482
718,442
719,3
720,446
721,37
722,804
723,1040
724,882
725,792
726,118
727,897
728,44
729,995
730,833
731,723
732,195
733,402
734,964
735,315
736,819
737,459
738,582
739,526
740,913
741,30
742,74
743,160
744,24
745,227
746,766
747,354
748,283
749,701
750,492
751,768
752,337
753,903
754,407
755,747
756,869
757,100
758,657
759,850
760,363
761,656
762,674
763,494
764,974
765,969
766,51
