,ÉfÅ[É^
0,81
1,451
2,99
3,804
4,1056
5,1003
6,266
7,732
8,1070
9,615
10,650
11,176
12,921
13,1094
14,164
15,66
16,1028
17,955
18,62
19,884
20,590
21,596
22,338
23,893
24,265
25,12
26,734
27,278
28,263
29,1012
30,676
31,583
32,718
33,946
34,959
35,797
36,904
37,642
38,1077
39,85
40,346
41,226
42,215
43,745
44,837
45,573
46,51
47,40
48,868
49,60
50,662
51,258
52,1062
53,822
54,786
55,476
56,184
57,294
58,713
59,389
60,1006
61,405
62,274
63,1023
64,968
65,892
66,1069
67,1050
68,809
69,8
70,795
71,453
72,1037
73,1074
74,25
75,1025
76,834
77,379
78,88
79,886
80,474
81,137
82,501
83,458
84,703
85,597
86,635
87,233
88,345
89,113
90,793
91,414
92,721
93,994
94,624
95,919
96,533
97,784
98,382
99,173
100,853
101,829
102,544
103,288
104,335
105,631
106,438
107,771
108,956
109,3
110,132
111,330
112,980
113,469
114,449
115,1063
116,791
117,432
118,1010
119,316
120,852
121,202
122,735
123,128
124,707
125,170
126,204
127,1095
128,1022
129,763
130,506
131,224
132,1080
133,222
134,276
135,485
136,206
137,364
138,964
139,593
140,198
141,197
142,221
143,311
144,890
145,644
146,920
147,883
148,104
149,118
150,689
151,49
152,31
153,162
154,867
155,36
156,428
157,190
158,517
159,470
160,840
161,655
162,549
163,899
164,651
165,647
166,881
167,711
168,622
169,918
170,672
171,936
172,105
173,806
174,512
175,1078
176,746
177,447
178,930
179,775
180,70
181,1079
182,641
183,115
184,823
185,865
186,111
187,996
188,165
189,187
190,464
191,554
192,864
193,778
194,564
195,629
196,73
197,695
198,484
199,844
200,121
201,211
202,97
203,271
204,366
205,57
206,370
207,155
208,239
209,383
210,862
211,523
212,792
213,693
214,617
215,314
216,671
217,478
218,367
219,232
220,409
221,882
222,812
223,433
224,350
225,400
226,477
227,371
228,587
229,1060
230,384
231,879
232,941
233,183
234,1016
235,559
236,37
237,481
238,301
239,828
240,717
241,35
242,1035
243,705
244,552
245,762
246,376
247,969
248,539
249,59
250,978
251,407
252,1008
253,1065
254,981
255,578
256,310
257,491
258,359
259,652
260,989
261,604
262,241
263,272
264,42
265,749
266,915
267,591
268,634
269,44
270,269
271,723
272,667
273,454
274,509
275,377
276,767
277,180
278,752
279,4
280,577
281,55
282,845
283,874
284,406
285,163
286,499
287,353
288,600
289,446
290,323
291,682
292,725
293,938
294,247
295,563
296,1038
297,192
298,783
299,965
300,267
301,349
302,720
303,787
304,602
305,492
306,906
307,161
308,979
309,96
310,372
311,45
312,983
313,26
314,836
315,229
316,1047
317,319
318,613
319,534
320,1019
321,1030
322,381
323,863
324,24
325,388
326,1087
327,131
328,636
329,74
330,412
331,33
332,766
333,106
334,620
335,178
336,568
337,142
338,843
339,1088
340,237
341,332
342,38
343,246
344,429
345,257
346,925
347,216
348,208
349,515
350,251
351,467
352,460
353,799
354,114
355,917
356,740
357,1041
358,565
359,922
360,14
361,1021
362,1053
363,144
364,87
365,800
366,1086
367,927
368,362
369,103
370,56
371,214
372,618
373,907
374,450
375,293
376,551
377,726
378,830
379,562
380,160
381,519
382,306
383,1081
384,483
385,218
386,753
387,648
388,340
389,2
390,709
391,195
392,931
393,673
394,761
395,700
396,1068
397,975
398,1011
399,664
400,755
401,611
402,58
403,973
404,79
405,1082
406,275
407,849
408,213
409,722
410,581
411,207
412,524
413,231
414,391
415,934
416,898
417,1054
418,468
419,227
420,401
421,1013
422,916
423,654
424,910
425,486
426,89
427,528
428,209
429,861
430,743
431,781
432,716
433,525
434,543
435,430
436,675
437,896
438,16
439,744
440,1051
441,445
442,242
443,217
444,939
445,420
446,1049
447,639
448,566
449,656
450,256
451,1040
452,461
453,20
454,827
455,48
456,923
457,704
458,1020
459,91
460,122
461,897
462,177
463,283
464,503
465,248
466,582
467,1091
468,1015
469,626
470,974
471,999
472,850
473,697
474,832
