,ÉfÅ[É^
0,106
1,331
2,598
3,421
4,280
5,502
6,350
7,349
8,16
9,518
10,467
11,440
12,607
13,608
14,563
15,504
16,18
17,522
18,427
19,37
20,122
21,182
22,119
23,442
24,358
25,333
26,416
27,477
28,202
29,121
30,550
31,579
32,74
33,562
34,23
35,159
36,727
37,249
38,710
39,476
40,657
41,433
42,147
43,661
44,568
45,346
46,368
47,439
48,569
49,580
50,534
51,203
52,621
53,437
54,293
55,341
56,592
57,436
58,93
59,232
60,623
61,25
62,327
63,138
64,714
65,374
66,507
67,678
68,649
69,240
70,49
71,363
72,510
73,254
74,164
75,231
76,302
77,506
78,666
79,582
80,393
81,59
82,29
83,615
84,252
85,600
86,602
87,75
88,167
89,415
90,126
91,9
92,425
93,120
94,631
95,309
96,586
97,414
98,424
99,472
100,590
101,636
102,21
103,109
104,184
105,709
106,676
107,697
108,24
109,497
110,458
111,73
112,206
113,376
114,409
115,503
116,445
117,622
118,338
119,299
120,303
121,62
122,284
123,628
124,639
125,57
126,387
127,561
128,705
129,116
130,64
131,564
132,617
133,707
134,142
135,10
136,270
137,588
138,275
139,537
140,129
141,242
142,496
143,508
144,165
145,566
146,26
147,367
148,320
149,589
150,463
151,22
152,103
153,156
154,205
155,471
156,540
157,218
158,544
159,475
160,673
161,104
162,484
163,684
164,317
165,31
166,100
167,711
168,516
169,48
170,432
171,291
172,207
173,634
174,224
175,146
176,76
177,266
178,256
179,573
180,703
181,624
182,403
183,466
184,612
185,40
186,228
187,199
188,264
189,701
190,422
191,406
192,17
193,457
194,642
195,536
196,372
197,386
198,469
199,172
200,154
201,72
202,110
203,198
204,92
205,601
206,574
207,611
208,271
209,226
210,371
211,499
212,723
213,83
214,186
215,493
216,276
217,531
218,63
