,0
2019-03-22,9
2019-03-23,10
2019-03-24,10
2019-03-25,44
2019-03-26,40
2019-03-27,23
2019-03-28,21
2019-03-29,51
2019-03-30,11
2019-03-31,9
2019-04-01,51
2019-04-02,58
2019-04-03,55
2019-04-04,34
2019-04-05,16
2019-04-06,9
2019-04-07,12
2019-04-08,42
2019-04-09,33
2019-04-10,54
2019-04-11,45
2019-04-12,48
2019-04-13,14
2019-04-14,8
2019-04-15,14
2019-04-16,17
2019-04-17,8
2019-04-18,12
2019-04-19,12
2019-04-20,10
2019-04-21,11
2019-04-22,13
2019-04-23,14
2019-04-24,12
2019-04-25,13
2019-04-26,19
2019-04-27,9
2019-04-28,11
2019-04-29,8
2019-04-30,10
2019-05-01,10
2019-05-02,10
2019-05-03,11
2019-05-04,8
2019-05-05,9
2019-05-06,10
2019-05-07,8
2019-05-08,12
2019-05-09,13
2019-05-10,8
2019-05-11,17
2019-05-12,12
2019-05-13,12
2019-05-14,11
2019-05-15,9
2019-05-16,13
2019-05-17,17
2019-05-18,15
2019-05-19,10
2019-05-20,17
2019-05-21,18
2019-05-22,17
2019-05-23,15
2019-05-24,17
2019-05-25,11
2019-05-26,13
2019-05-27,19
2019-05-28,20
2019-05-29,19
2019-05-30,18
2019-05-31,14
2019-06-01,10
2019-06-02,10
2019-06-03,16
2019-06-04,18
2019-06-05,15
2019-06-06,18
2019-06-07,17
2019-06-08,10
2019-06-09,9
2019-06-10,11
2019-06-11,12
2019-06-12,14
2019-06-13,16
2019-06-14,17
2019-06-15,9
2019-06-16,9
2019-06-17,18
2019-06-18,19
2019-06-19,17
2019-06-20,18
2019-06-21,18
2019-06-22,27
2019-06-23,17
2019-06-24,13
2019-06-25,23
2019-06-26,38
2019-06-27,44
2019-06-28,48
2019-06-29,10
2019-06-30,8
2019-07-01,17
2019-07-02,29
2019-07-03,35
2019-07-04,23
2019-07-05,18
2019-07-06,14
2019-07-07,8
2019-07-08,16
2019-07-09,15
2019-07-10,13
2019-07-11,16
2019-07-12,13
2019-07-13,15
2019-07-14,9
2019-07-15,8
2019-07-16,17
2019-07-17,23
2019-07-18,36
2019-07-19,43
2019-07-20,12
2019-07-21,8
2019-07-22,19
2019-07-23,30
2019-07-24,46
2019-07-25,55
2019-07-26,55
2019-07-27,12
2019-07-28,8
2019-07-29,56
2019-07-30,57
2019-07-31,54
2019-08-01,56
2019-08-02,57
2019-08-03,15
2019-08-04,14
2019-08-05,56
2019-08-06,53
2019-08-07,57
2019-08-08,54
2019-08-09,56
2019-08-10,16
2019-08-11,14
2019-08-12,14
2019-08-13,55
2019-08-14,54
2019-08-15,56
2019-08-16,53
2019-08-17,17
2019-08-18,13
2019-08-19,53
2019-08-20,54
2019-08-21,53
2019-08-22,50
2019-08-23,54
2019-08-24,15
2019-08-25,15
2019-08-26,49
2019-08-27,50
2019-08-28,54
2019-08-29,55
2019-08-30,50
2019-08-31,15
2019-09-01,15
2019-09-02,57
2019-09-03,54
2019-09-04,29
2019-09-05,47
2019-09-06,54
2019-09-07,15
2019-09-08,14
2019-09-09,52
2019-09-10,55
2019-09-11,57
2019-09-12,52
2019-09-13,24
2019-09-14,16
2019-09-15,14
2019-09-16,14
2019-09-17,46
2019-09-18,19
2019-09-19,27
2019-09-20,25
2019-09-21,14
2019-09-22,17
2019-09-23,15
2019-09-24,47
2019-09-25,35
2019-09-26,28
2019-09-27,32
2019-09-28,15
2019-09-29,14
2019-09-30,43
2019-10-01,39
2019-10-02,36
2019-10-03,33
2019-10-04,40
2019-10-05,13
2019-10-06,11
2019-10-07,16
2019-10-08,22
2019-10-09,16
2019-10-10,15
2019-10-11,15
2019-10-12,8
2019-10-13,7
2019-10-14,8
2019-10-15,14
2019-10-16,10
2019-10-17,8
2019-10-18,8
2019-10-19,9
2019-10-20,7
2019-10-21,11
2019-10-22,8
2019-10-23,10
2019-10-24,8
2019-10-25,11
2019-10-26,7
2019-10-27,8
2019-10-28,9
2019-10-29,7
2019-10-30,10
2019-10-31,11
2019-11-01,9
2019-11-02,7
2019-11-03,8
2019-11-04,8
2019-11-05,8
2019-11-06,10
2019-11-07,7
2019-11-08,10
2019-11-09,7
2019-11-10,7
2019-11-11,0
2019-11-12,10
2019-11-13,8
2019-11-14,8
2019-11-15,10
2019-11-16,8
2019-11-17,8
2019-11-18,8
2019-11-19,9
2019-11-20,8
2019-11-21,8
2019-11-22,28
2019-11-23,9
2019-11-24,10
2019-11-25,8
2019-11-26,31
2019-11-27,37
2019-11-28,36
2019-11-29,36
2019-11-30,18
2019-12-01,9
2019-12-02,43
2019-12-03,25
2019-12-04,36
2019-12-05,39
2019-12-06,47
2019-12-07,19
2019-12-08,8
2019-12-09,49
2019-12-10,39
2019-12-11,35
2019-12-12,23
2019-12-13,40
2019-12-14,19
2019-12-15,10
2019-12-16,39
2019-12-17,41
2019-12-18,35
2019-12-19,40
2019-12-20,39
2019-12-21,20
2019-12-22,10
2019-12-23,42
2019-12-24,19
2019-12-25,44
2019-12-26,0
2019-12-27,40
2019-12-28,13
2019-12-29,9
2019-12-30,9
2019-12-31,9
2020-01-01,11
2020-01-02,9
2020-01-03,38
2020-01-04,16
2020-01-05,9
2020-01-06,45
2020-01-07,46
2020-01-08,48
2020-01-09,38
2020-01-10,41
2020-01-11,16
2020-01-12,9
2020-01-13,11
2020-01-14,39
2020-01-15,40
2020-01-16,41
2020-01-17,39
2020-01-18,16
2020-01-19,9
2020-01-20,40
2020-01-21,41
2020-01-22,46
2020-01-23,46
2020-01-24,38
2020-01-25,17
2020-01-26,13
2020-01-27,46
2020-01-28,48
2020-01-29,31
2020-01-30,31
2020-01-31,41
2020-02-01,16
2020-02-02,14
2020-02-03,38
2020-02-04,39
2020-02-05,37
2020-02-06,49
2020-02-07,44
2020-02-08,17
2020-02-09,16
2020-02-10,48
2020-02-11,8
2020-02-12,40
2020-02-13,34
2020-02-14,30
2020-02-15,17
2020-02-16,9
2020-02-17,39
2020-02-18,35
2020-02-19,35
2020-02-20,42
2020-02-21,35
2020-02-22,15
2020-02-23,9
2020-02-24,10
2020-02-25,37
2020-02-26,40
2020-02-27,41
2020-02-28,40
2020-02-29,13
2020-03-01,10
2020-03-02,41
2020-03-03,31
2020-03-04,37
2020-03-05,38
2020-03-06,38
2020-03-07,16
2020-03-08,12
2020-03-09,28
2020-03-10,28
2020-03-11,20
2020-03-12,34
2020-03-13,22
2020-03-14,17
2020-03-15,10
2020-03-16,40
2020-03-17,42
2020-03-18,25
2020-03-19,28
2020-03-20,8
2020-03-21,15
2020-03-22,7
2020-03-23,31
2020-03-24,37
2020-03-25,32
2020-03-26,21
2020-03-27,17
2020-03-28,11
2020-03-29,13
2020-03-30,43
2020-03-31,41
2020-04-01,32
2020-04-02,20
2020-04-03,19
2020-04-04,15
2020-04-05,9
2020-04-06,24
2020-04-07,19
2020-04-08,19
2020-04-09,16
2020-04-10,23
2020-04-11,15
2020-04-12,10
2020-04-13,39
2020-04-14,27
2020-04-15,22
2020-04-16,27
2020-04-17,23
2020-04-18,13
2020-04-19,11
2020-04-20,45
2020-04-21,12
2020-04-22,20
2020-04-23,21
2020-04-24,23
2020-04-25,14
2020-04-26,8
2020-04-27,16
2020-04-28,17
2020-04-29,8
2020-04-30,10
2020-05-01,11
2020-05-02,8
2020-05-03,8
2020-05-04,8
2020-05-05,8
2020-05-06,8
2020-05-07,11
2020-05-08,11
2020-05-09,7
2020-05-10,9
2020-05-11,25
2020-05-12,13
2020-05-13,22
2020-05-14,14
2020-05-15,19
2020-05-16,8
2020-05-17,8
2020-05-18,13
2020-05-19,11
2020-05-20,10
2020-05-21,10
2020-05-22,9
2020-05-23,8
2020-05-24,7
2020-05-25,14
2020-05-26,13
2020-05-27,13
2020-05-28,15
2020-05-29,18
2020-05-30,7
2020-05-31,11
2020-06-01,13
2020-06-02,20
2020-06-03,30
2020-06-04,22
2020-06-05,31
2020-06-06,9
2020-06-07,9
2020-06-08,23
2020-06-09,36
2020-06-10,33
2020-06-11,33
2020-06-12,36
2020-06-13,9
2020-06-14,9
2020-06-15,32
2020-06-16,34
2020-06-17,31
2020-06-18,20
2020-06-19,15
2020-06-20,8
2020-06-21,8
2020-06-22,16
2020-06-23,20
2020-06-24,19
2020-06-25,14
2020-06-26,33
2020-06-27,13
2020-06-28,9
2020-06-29,32
2020-06-30,29
2020-07-01,32
2020-07-02,34
2020-07-03,33
2020-07-04,16
2020-07-05,12
2020-07-06,27
2020-07-07,37
2020-07-08,38
2020-07-09,20
2020-07-10,30
2020-07-11,14
2020-07-12,14
2020-07-13,16
2020-07-14,15
2020-07-15,15
2020-07-16,16
2020-07-17,14
2020-07-18,9
2020-07-19,7
2020-07-20,35
2020-07-21,34
2020-07-22,38
2020-07-23,7
2020-07-24,9
2020-07-25,11
2020-07-26,16
2020-07-27,37
2020-07-28,35
2020-07-29,18
2020-07-30,24
2020-07-31,28
2020-08-01,23
2020-08-02,11
2020-08-03,37
2020-08-04,37
2020-08-05,35
2020-08-06,37
2020-08-07,25
2020-08-08,15
2020-08-09,17
2020-08-10,14
2020-08-11,38
2020-08-12,35
2020-08-13,39
2020-08-14,37
2020-08-15,16
2020-08-16,14
2020-08-17,38
2020-08-18,34
2020-08-19,38
2020-08-20,35
2020-08-21,36
2020-08-22,14
2020-08-23,15
2020-08-24,38
2020-08-25,37
2020-08-26,36
2020-08-27,37
2020-08-28,38
2020-08-29,15
2020-08-30,14
2020-08-31,38
2020-09-01,33
2020-09-02,36
2020-09-03,37
2020-09-04,38
2020-09-05,16
2020-09-06,17
2020-09-07,36
2020-09-08,37
2020-09-09,37
2020-09-10,37
2020-09-11,43
2020-09-12,20
2020-09-13,15
2020-09-14,27
2020-09-15,30
2020-09-16,28
2020-09-17,33
2020-09-18,36
2020-09-19,16
2020-09-20,15
2020-09-21,11
2020-09-22,13
2020-09-23,16
2020-09-24,15
2020-09-25,14
2020-09-26,10
2020-09-27,9
2020-09-28,21
2020-09-29,15
2020-09-30,15
2020-10-01,18
2020-10-02,17
2020-10-03,10
2020-10-04,8
2020-10-05,18
2020-10-06,16
2020-10-07,15
2020-10-08,9
2020-10-09,12
2020-10-10,8
2020-10-11,8
2020-10-12,17
2020-10-13,15
2020-10-14,16
2020-10-15,11
2020-10-16,12
2020-10-17,9
2020-10-18,8
2020-10-19,15
2020-10-20,9
2020-10-21,10
2020-10-22,10
2020-10-23,11
2020-10-24,11
2020-10-25,10
2020-10-26,11
2020-10-27,11
2020-10-28,10
2020-10-29,12
2020-10-30,11
2020-10-31,10
2020-11-01,9
2020-11-02,10
2020-11-03,9
2020-11-04,15
2020-11-05,19
2020-11-06,28
2020-11-07,11
2020-11-08,8
2020-11-09,20
2020-11-10,30
2020-11-11,34
2020-11-12,44
2020-11-13,26
2020-11-14,13
2020-11-15,9
2020-11-16,19
2020-11-17,13
2020-11-18,15
2020-11-19,12
2020-11-20,11
2020-11-21,10
2020-11-22,11
2020-11-23,8
2020-11-24,38
2020-11-25,48
2020-11-26,23
2020-11-27,45
2020-11-28,8
2020-11-29,10
2020-11-30,50
2020-12-01,51
2020-12-02,56
2020-12-03,57
2020-12-04,55
2020-12-05,18
2020-12-06,10
2020-12-07,48
2020-12-08,39
2020-12-09,58
2020-12-10,54
2020-12-11,57
2020-12-12,10
2020-12-13,8
2020-12-14,56
2020-12-15,56
2020-12-16,54
2020-12-17,58
2020-12-18,56
2020-12-19,9
2020-12-20,10
2020-12-21,60
2020-12-22,53
2020-12-23,55
2020-12-24,57
2020-12-25,55
2020-12-26,14
2020-12-27,12
2020-12-28,55
2020-12-29,45
2020-12-30,11
2020-12-31,8
2021-01-01,11
2021-01-02,11
2021-01-03,8
2021-01-04,57
2021-01-05,57
2021-01-06,56
2021-01-07,53
2021-01-08,57
2021-01-09,18
2021-01-10,9
2021-01-11,9
2021-01-12,57
2021-01-13,56
2021-01-14,58
2021-01-15,54
2021-01-16,13
2021-01-17,12
2021-01-18,56
2021-01-19,55
2021-01-20,57
2021-01-21,59
2021-01-22,57
2021-01-23,17
2021-01-24,9
2021-01-25,56
2021-01-26,55
2021-01-27,46
2021-01-28,56
2021-01-29,54
2021-01-30,12
2021-01-31,10
2021-02-01,59
2021-02-02,53
2021-02-03,56
2021-02-04,56
2021-02-05,57
2021-02-06,17
2021-02-07,9
2021-02-08,57
2021-02-09,58
2021-02-10,55
2021-02-11,9
2021-02-12,55
2021-02-13,12
2021-02-14,10
2021-02-15,54
2021-02-16,42
2021-02-17,59
2021-02-18,55
2021-02-19,56
2021-02-20,9
2021-02-21,11
2021-02-22,24
2021-02-23,11
2021-02-24,56
2021-02-25,57
2021-02-26,52
2021-02-27,10
2021-02-28,9
2021-03-01,36
2021-03-02,19
2021-03-03,56
2021-03-04,54
2021-03-05,41
2021-03-06,17
2021-03-07,9
2021-03-08,56
2021-03-09,53
2021-03-10,34
2021-03-11,47
2021-03-12,32
2021-03-13,12
2021-03-14,9
2021-03-15,34
2021-03-16,28
2021-03-17,26
2021-03-18,32
2021-03-19,32
2021-03-20,8
2021-03-21,12
2021-03-22,43
2021-03-23,36
2021-03-24,26
2021-03-25,18
2021-03-26,17
2021-03-27,11
2021-03-28,11
2021-03-29,12
2021-03-30,10
2021-03-31,13
2021-04-01,10
2021-04-02,10
2021-04-03,11
2021-04-04,9
2021-04-05,18
2021-04-06,43
2021-04-07,29
2021-04-08,19
2021-04-09,29
2021-04-10,11
2021-04-11,8
2021-04-12,24
2021-04-13,11
2021-04-14,12
2021-04-15,35
2021-04-16,23
2021-04-17,15
2021-04-18,8
2021-04-19,13
2021-04-20,13
2021-04-21,9
2021-04-22,11
2021-04-23,15
2021-04-24,10
2021-04-25,9
2021-04-26,19
2021-04-27,13
2021-04-28,13
2021-04-29,11
2021-04-30,8
2021-05-01,11
2021-05-02,9
2021-05-03,8
2021-05-04,9
2021-05-05,11
2021-05-06,14
2021-05-07,10
2021-05-08,8
2021-05-09,9
2021-05-10,12
2021-05-11,11
2021-05-12,11
2021-05-13,8
2021-05-14,14
2021-05-15,9
2021-05-16,9
2021-05-17,14
2021-05-18,16
2021-05-19,12
2021-05-20,10
2021-05-21,13
2021-05-22,9
2021-05-23,10
2021-05-24,16
2021-05-25,16
2021-05-26,16
2021-05-27,12
2021-05-28,15
2021-05-29,9
2021-05-30,11
2021-05-31,16
2021-06-01,14
2021-06-02,16
2021-06-03,21
2021-06-04,16
2021-06-05,9
2021-06-06,8
2021-06-07,30
2021-06-08,43
2021-06-09,40
2021-06-10,42
2021-06-11,37
2021-06-12,8
2021-06-13,8
2021-06-14,21
2021-06-15,41
2021-06-16,18
2021-06-17,17
2021-06-18,24
2021-06-19,9
2021-06-20,9
2021-06-21,28
2021-06-22,29
2021-06-23,19
2021-06-24,22
2021-06-25,26
2021-06-26,9
2021-06-27,9
2021-06-28,41
2021-06-29,28
2021-06-30,17
2021-07-01,14
2021-07-02,14
2021-07-03,8
2021-07-04,8
2021-07-05,16
2021-07-06,36
2021-07-07,40
2021-07-08,18
2021-07-09,16
2021-07-10,8
2021-07-11,12
2021-07-12,49
2021-07-13,48
2021-07-14,44
2021-07-15,53
2021-07-16,54
2021-07-17,14
2021-07-18,8
2021-07-19,53
2021-07-20,55
2021-07-21,54
2021-07-22,8
2021-07-23,8
2021-07-24,14
2021-07-25,14
2021-07-26,52
2021-07-27,47
2021-07-28,54
2021-07-29,55
2021-07-30,55
2021-07-31,12
2021-08-01,8
2021-08-02,55
2021-08-03,54
2021-08-04,57
2021-08-05,53
2021-08-06,55
2021-08-07,14
2021-08-08,15
2021-08-09,14
2021-08-10,55
2021-08-11,55
2021-08-12,47
2021-08-13,18
2021-08-14,15
2021-08-15,15
2021-08-16,16
2021-08-17,19
2021-08-18,45
2021-08-19,47
2021-08-20,48
2021-08-21,15
2021-08-22,14
2021-08-23,48
2021-08-24,49
2021-08-25,47
2021-08-26,58
2021-08-27,53
2021-08-28,17
2021-08-29,15
2021-08-30,50
2021-08-31,50
2021-09-01,19
2021-09-02,14
2021-09-03,17
2021-09-04,7
2021-09-05,8
2021-09-06,17
2021-09-07,14
2021-09-08,15
2021-09-09,16
2021-09-10,36
2021-09-11,8
2021-09-12,9
2021-09-13,42
2021-09-14,22
2021-09-15,28
2021-09-16,24
2021-09-17,17
2021-09-18,10
2021-09-19,7
2021-09-20,8
2021-09-21,29
2021-09-22,39
2021-09-23,8
2021-09-24,43
2021-09-25,7
2021-09-26,9
2021-09-27,17
2021-09-28,19
2021-09-29,25
2021-09-30,29
2021-10-01,14
2021-10-02,9
2021-10-03,9
2021-10-04,29
2021-10-05,30
2021-10-06,26
2021-10-07,17
2021-10-08,35
2021-10-09,13
2021-10-10,9
2021-10-11,32
2021-10-12,13
2021-10-13,13
2021-10-14,13
2021-10-15,17
2021-10-16,13
2021-10-17,11
2021-10-18,10
2021-10-19,8
2021-10-20,12
2021-10-21,9
2021-10-22,8
2021-10-23,9
2021-10-24,9
2021-10-25,10
2021-10-26,8
2021-10-27,9
2021-10-28,11
2021-10-29,11
2021-10-30,9
2021-10-31,8
2021-11-01,10
2021-11-02,9
2021-11-03,8
2021-11-04,9
2021-11-05,11
2021-11-06,13
2021-11-07,11
2021-11-08,10
2021-11-09,9
2021-11-10,11
2021-11-11,12
2021-11-12,14
2021-11-13,9
2021-11-14,9
2021-11-15,17
2021-11-16,14
2021-11-17,19
2021-11-18,17
2021-11-19,20
2021-11-20,12
2021-11-21,11
2021-11-22,20
2021-11-23,11
2021-11-24,24
2021-11-25,25
2021-11-26,18
2021-11-27,10
2021-11-28,11
2021-11-29,43
2021-11-30,31
2021-12-01,22
2021-12-02,38
2021-12-03,33
2021-12-04,16
2021-12-05,19
2021-12-06,53
2021-12-07,38
2021-12-08,48
2021-12-09,45
2021-12-10,48
2021-12-11,12
2021-12-12,9
2021-12-13,47
2021-12-14,47
2021-12-15,44
2021-12-16,43
2021-12-17,46
2021-12-18,14
2021-12-19,13
2021-12-20,46
2021-12-21,41
2021-12-22,45
2021-12-23,51
2021-12-24,54
2021-12-25,19
2021-12-26,10
2021-12-27,48
2021-12-28,46
2021-12-29,10
2021-12-30,10
2021-12-31,12
2022-01-01,9
2022-01-02,11
2022-01-03,10
2022-01-04,49
2022-01-05,48
2022-01-06,52
2022-01-07,52
2022-01-08,11
2022-01-09,8
2022-01-10,12
2022-01-11,48
2022-01-12,47
2022-01-13,48
2022-01-14,47
2022-01-15,17
2022-01-16,11
2022-01-17,47
2022-01-18,46
2022-01-19,49
2022-01-20,52
2022-01-21,55
2022-01-22,15
2022-01-23,15
2022-01-24,49
2022-01-25,47
2022-01-26,47
2022-01-27,52
2022-01-28,48
2022-01-29,17
2022-01-30,16
2022-01-31,47
2022-02-01,50
2022-02-02,46
2022-02-03,47
2022-02-04,49
2022-02-05,14
2022-02-06,15
2022-02-07,51
2022-02-08,47
2022-02-09,48
2022-02-10,49
2022-02-11,14
2022-02-12,19
2022-02-13,16
2022-02-14,48
2022-02-15,49
2022-02-16,48
2022-02-17,51
2022-02-18,46
2022-02-19,20
2022-02-20,16
2022-02-21,50
2022-02-22,50
2022-02-23,14
2022-02-24,49
2022-02-25,48
2022-02-26,14
2022-02-27,14
2022-02-28,48
2022-03-01,40
2022-03-02,46
2022-03-03,39
2022-03-04,46
2022-03-05,18
2022-03-06,14
2022-03-07,47
2022-03-08,49
2022-03-09,48
2022-03-10,48
2022-03-11,30
2022-03-12,16
2022-03-13,13
2022-03-14,16
2022-03-15,21
2022-03-16,17
2022-03-17,15
2022-03-18,48
2022-03-19,10
2022-03-20,11
2022-03-21,8
2022-03-22,45
2022-03-23,29
2022-03-24,43
2022-03-25,25
2022-03-26,10
2022-03-27,10
2022-03-28,22
2022-03-29,23
2022-03-30,18
2022-03-31,12
2022-04-01,42
2022-04-02,10
2022-04-03,10
2022-04-04,47
2022-04-05,30
2022-04-06,16
2022-04-07,18
2022-04-08,10
2022-04-09,12
2022-04-10,11
2022-04-11,12
2022-04-12,12
2022-04-13,16
2022-04-14,11
2022-04-15,8
2022-04-16,9
2022-04-17,10
2022-04-18,9
2022-04-19,11
2022-04-20,8
2022-04-21,9
2022-04-22,11
2022-04-23,9
2022-04-24,9
2022-04-25,15
2022-04-26,13
2022-04-27,21
2022-04-28,13
2022-04-29,9
2022-04-30,10
2022-05-01,9
2022-05-02,10
2022-05-03,8
2022-05-04,8
2022-05-05,10
2022-05-06,14
2022-05-07,9
2022-05-08,8
2022-05-09,10
2022-05-10,10
2022-05-11,9
2022-05-12,9
2022-05-13,13
2022-05-14,9
2022-05-15,8
2022-05-16,9
2022-05-17,10
2022-05-18,14
2022-05-19,17
2022-05-20,16
2022-05-21,8
2022-05-22,10
2022-05-23,11
2022-05-24,18
2022-05-25,19
2022-05-26,20
2022-05-27,16
2022-05-28,10
2022-05-29,13
2022-05-30,30
2022-05-31,10
2022-06-01,23
2022-06-02,26
2022-06-03,17
2022-06-04,9
2022-06-05,9
2022-06-06,9
2022-06-07,10
2022-06-08,9
2022-06-09,12
2022-06-10,16
2022-06-11,9
2022-06-12,10
2022-06-13,18
2022-06-14,10
2022-06-15,9
2022-06-16,14
2022-06-17,25
2022-06-18,14
2022-06-19,8
2022-06-20,46
2022-06-21,56
2022-06-22,31
2022-06-23,25
2022-06-24,54
2022-06-25,14
2022-06-26,15
2022-06-27,55
2022-06-28,55
2022-06-29,64
2022-06-30,63
2022-07-01,65
2022-07-02,24
