,ÉfÅ[É^
0,99
1,39
2,29
3,84
4,177
5,282
6,55
7,163
8,347
9,15
10,297
11,303
12,108
13,65
14,73
15,302
16,162
17,316
18,206
19,6
20,25
21,289
22,60
23,67
24,276
25,338
26,234
27,256
28,313
29,94
30,304
31,310
32,260
33,41
34,287
35,357
36,336
37,344
38,327
39,243
40,182
41,224
42,211
43,70
44,215
45,187
46,246
47,169
48,20
49,95
50,364
51,165
52,5
53,285
54,30
55,128
56,193
57,230
58,259
59,139
60,295
61,257
62,32
63,156
64,13
65,218
66,192
67,249
68,205
69,61
70,284
71,89
72,152
73,351
74,134
75,203
76,121
77,23
78,172
79,106
80,202
81,178
82,18
83,171
84,136
85,350
86,105
87,120
88,36
89,326
90,242
91,271
92,305
93,164
94,26
95,217
96,262
97,174
98,264
99,240
100,11
101,81
102,201
103,140
104,197
105,225
106,122
107,28
108,273
109,281
