,ÉfÅ[É^
0,59
1,41
2,222
3,36
4,52
5,105
6,44
7,89
8,95
9,208
10,22
11,146
12,165
13,147
14,25
15,127
16,237
17,23
18,236
19,168
20,80
21,86
22,4
23,90
24,202
25,217
26,62
27,83
28,181
29,204
30,143
31,190
32,60
33,81
34,113
35,188
36,24
37,100
38,91
39,61
40,243
41,54
42,19
43,111
44,172
45,14
46,13
47,94
48,201
49,31
50,240
51,226
52,92
53,0
54,234
55,178
56,125
57,209
58,241
59,64
60,167
61,141
62,145
63,3
64,47
65,219
66,122
67,73
68,123
69,26
70,183
71,230
72,239
73,121
74,235
75,102
76,20
77,43
78,163
79,173
80,216
81,232
82,164
83,53
84,109
85,152
86,98
87,32
88,107
89,200
90,85
91,170
92,6
93,157
94,97
95,57
96,63
97,182
98,110
99,46
100,1
101,185
102,159
103,71
104,40
105,34
106,155
107,88
108,179
109,132
110,169
111,75
112,214
113,5
114,114
115,196
116,35
117,227
118,58
119,65
120,68
121,135
122,119
123,18
124,108
125,242
126,166
127,184
128,191
129,42
130,131
131,96
132,7
133,174
134,211
135,193
136,161
137,87
138,175
139,21
140,15
141,195
142,212
143,231
144,10
145,51
146,117
147,186
148,151
149,192
150,82
151,118
152,133
153,124
154,138
155,67
156,149
157,177
158,30
159,29
160,205
161,220
162,33
163,8
164,207
165,180
166,77
167,130
168,78
169,70
