,ÉfÅ[É^
0,15
1,65
2,84
3,6
4,117
5,164
6,67
7,110
8,44
9,14
10,99
11,124
12,80
13,182
14,54
15,153
16,68
17,43
18,78
19,74
20,105
21,11
22,26
23,22
24,174
25,166
26,134
27,42
28,24
29,75
30,160
31,129
32,96
33,132
34,139
35,93
36,165
37,35
38,150
39,89
40,30
41,81
42,64
43,120
44,59
45,66
46,138
47,46
48,21
49,56
50,77
51,18
52,60
53,156
54,85
55,145
56,149
57,58
58,151
59,16
60,38
61,87
62,61
63,45
64,133
65,28
66,39
67,130
68,158
69,148
70,109
71,181
72,143
73,57
74,50
75,36
76,102
77,12
78,92
79,72
80,136
81,128
82,179
83,171
84,90
85,3
86,48
87,154
88,27
89,142
90,111
91,32
92,23
93,177
94,114
95,41
96,167
97,51
98,122
99,163
100,175
101,63
102,70
103,173
104,170
105,119
106,103
107,107
108,49
109,33
110,162
111,115
112,37
113,53
114,144
115,1
116,112
117,104
118,172
119,94
120,121
121,147
122,100
123,52
124,13
125,125
126,106
127,55
