,ÉfÅ[É^
0,731
1,446
2,1064
3,383
4,465
5,915
6,843
7,274
8,306
9,800
10,429
11,409
12,231
13,169
14,1029
15,775
16,896
17,497
18,802
19,938
20,1010
21,637
22,616
23,670
24,283
25,219
26,341
27,862
28,531
29,1090
30,956
31,61
32,276
33,1026
34,437
35,386
36,1095
37,268
38,766
39,568
40,888
41,263
42,332
43,546
44,124
45,734
46,1050
47,868
48,75
49,288
50,950
51,847
52,613
53,377
54,781
55,645
56,788
57,809
58,848
59,294
60,56
61,777
62,96
63,935
64,726
65,492
66,344
67,310
68,46
69,523
70,55
71,859
72,753
73,385
74,845
75,590
76,1068
77,123
78,958
79,8
80,541
81,206
82,177
83,266
84,225
85,969
86,416
87,428
88,154
89,378
90,524
91,953
92,174
93,636
94,1006
95,718
96,846
97,59
98,653
99,188
100,270
101,804
102,904
103,397
104,78
105,103
106,1092
107,475
108,357
109,882
110,578
111,813
112,250
113,540
114,971
115,348
116,317
117,618
118,674
119,867
120,478
121,11
122,13
123,390
124,425
125,778
126,902
127,238
128,547
129,706
130,160
131,374
132,968
133,481
134,762
135,95
136,737
137,750
138,19
139,944
140,625
141,932
142,836
143,204
144,185
145,1080
146,742
147,528
148,785
149,538
150,138
151,830
152,822
153,462
154,139
155,289
156,951
157,259
158,151
159,79
160,131
161,521
162,421
163,453
164,801
165,549
166,992
167,346
168,966
169,844
170,0
171,205
172,744
173,301
174,865
175,884
176,235
177,621
178,501
179,1020
180,556
181,1087
182,126
183,768
184,153
185,504
186,162
187,710
188,418
189,936
190,743
191,298
192,860
193,525
194,391
195,701
196,927
197,973
198,919
199,644
200,620
201,894
202,62
203,1033
204,803
205,510
206,934
207,1085
208,1081
209,566
210,307
211,599
212,309
213,508
214,1023
215,1027
216,864
217,290
218,181
219,278
220,852
221,906
222,361
223,286
224,155
225,659
226,184
227,741
228,115
229,514
230,553
231,375
232,676
233,237
234,410
235,1093
236,736
237,251
238,630
239,360
240,929
241,698
242,857
243,197
244,824
245,98
246,680
247,749
248,727
249,738
250,242
251,447
252,569
253,991
254,180
255,135
256,149
257,366
258,993
259,325
260,355
261,773
262,370
263,97
264,817
265,545
266,808
267,415
268,469
269,210
270,454
271,826
272,917
273,28
274,1070
275,216
276,612
277,688
278,495
279,80
280,358
281,1013
282,488
283,733
284,245
285,393
286,704
287,506
288,354
289,3
290,233
291,947
292,1025
293,483
294,121
295,1074
296,407
297,133
298,53
299,26
300,368
301,965
302,423
303,445
304,442
305,903
306,64
307,412
308,853
309,116
310,202
311,175
312,972
313,819
314,1000
315,842
316,297
317,776
318,117
319,567
320,963
321,693
322,607
323,1060
324,821
325,347
326,1007
327,774
328,677
