,ÉfÅ[É^
0,401
1,1024
2,1032
3,812
4,65
5,102
6,50
7,489
8,468
9,105
10,591
11,900
12,228
13,443
14,982
15,70
16,201
17,257
18,406
19,161
20,609
21,954
22,122
23,42
24,313
25,337
26,655
27,732
28,1091
29,10
30,791
31,17
32,722
33,248
34,164
35,109
36,51
37,624
38,909
39,589
40,296
41,697
42,533
43,970
44,1058
45,945
46,1039
47,914
48,650
49,856
50,739
51,275
52,756
53,810
54,285
55,839
56,638
57,964
58,537
59,602
60,287
61,596
62,879
63,318
64,221
65,342
66,72
67,833
68,85
69,86
70,1003
71,339
72,861
73,200
74,380
75,792
76,960
77,389
78,334
79,398
80,714
81,532
82,1059
83,689
84,264
85,515
86,37
87,384
88,67
89,1072
90,189
91,249
92,516
93,905
94,272
95,314
96,27
97,439
98,118
99,319
100,57
101,751
102,863
103,256
104,322
105,586
106,452
107,557
108,614
109,1016
110,379
111,223
112,395
113,507
114,441
115,193
116,656
117,855
118,87
119,1077
120,943
121,634
122,167
123,946
124,271
125,349
126,671
127,588
128,69
129,134
130,373
131,664
132,715
133,300
134,92
135,595
136,100
137,933
138,459
139,76
140,340
141,464
142,1005
143,279
144,422
145,191
146,789
147,396
148,997
149,695
150,1056
151,24
152,1078
153,209
154,512
155,1067
156,794
157,252
158,94
159,635
160,127
161,542
162,851
163,63
164,629
165,503
166,631
167,623
168,282
169,430
170,981
171,548
172,923
173,980
174,967
175,1018
176,587
177,14
178,338
179,858
180,48
181,668
182,577
183,831
184,509
185,769
186,684
187,513
188,243
189,376
190,232
191,128
192,754
193,402
194,827
195,787
196,1017
197,922
198,1084
199,520
200,881
201,311
202,203
203,1031
204,1049
205,976
206,622
207,940
208,485
209,720
210,649
211,572
212,764
213,941
214,912
215,498
216,312
217,829
218,420
219,365
220,735
221,71
222,226
223,182
224,260
225,959
226,353
227,394
228,658
229,372
230,1037
231,352
232,761
233,641
234,244
235,679
236,229
237,811
238,814
239,786
240,405
241,178
242,1057
243,875
244,74
245,949
246,320
247,910
248,544
249,746
250,192
251,990
252,211
253,752
254,983
255,23
256,632
257,1088
258,651
259,748
260,1
261,179
262,1021
263,690
264,643
265,850
266,49
267,594
268,40
269,838
270,841
271,281
272,486
273,617
274,490
275,215
276,1045
277,721
278,258
279,295
280,328
281,326
282,190
283,707
284,316
285,876
286,571
287,1061
288,1076
289,265
290,148
291,227
292,1052
293,142
294,554
295,163
296,1063
297,293
298,805
299,1094
300,299
301,150
302,619
303,522
304,466
305,419
306,470
307,43
308,518
309,535
310,88
311,730
312,560
313,889
314,273
315,101
316,705
317,502
318,942
319,304
320,120
321,536
322,604
323,974
324,261
325,474
326,1041
327,708
328,303
329,961
330,82
331,652
332,1089
333,220
334,84
335,592
336,369
337,491
338,114
339,218
340,2
341,771
342,496
343,22
344,877
345,291
346,898
347,411
348,913
349,255
350,996
351,648
352,479
353,35
354,329
355,820
356,315
357,818
358,480
359,196
360,530
361,107
362,669
363,642
364,327
365,199
366,438
367,543
368,39
369,685
370,550
371,214
372,132
373,745
374,308
375,403
376,91
377,157
378,224
379,1001
380,562
381,158
382,1042
383,143
384,598
385,351
386,434
387,603
388,989
389,883
390,41
391,957
392,172
393,921
394,1053
395,262
396,682
397,68
398,784
399,321
400,440
401,482
402,918
403,687
404,1065
405,891
406,168
407,1044
408,1062
409,962
410,487
411,90
412,331
413,534
414,58
415,709
416,388
417,873
418,611
419,681
420,561
421,176
422,724
423,335
424,119
425,719
426,799
427,565
428,34
429,988
430,208
431,675
432,662
433,112
434,1040
435,555
436,463
437,770
438,382
439,408
440,186
441,605
442,364
443,716
444,871
445,628
446,77
447,230
448,29
449,757
450,526
451,740
452,81
453,159
454,563
455,359
456,472
457,195
458,247
459,615
460,129
461,140
462,152
463,633
464,457
465,999
466,424
467,30
468,576
469,427
470,450
471,36
472,815
473,213
474,113
475,461
476,451
477,977
478,31
479,99
480,12
481,986
482,948
483,673
484,173
485,239
486,305
487,886
488,758
489,782
490,106
491,222
492,854
493,476
494,166
495,608
496,767
497,880
498,666
499,413
500,145
501,1008
502,519
503,667
504,828
505,66
506,517
507,885
508,505
509,1036
510,747
511,1047
512,467
513,141
514,987
515,362
516,692
517,1069
518,580
519,581
520,1054
521,52
522,414
523,146
524,1055
525,1009
526,585
527,759
528,955
529,661
530,928
531,1022
532,1075
533,939
534,985
535,646
536,1048
537,657
538,672
539,593
540,893
541,165
542,345
543,793
544,639
545,253
546,292
547,1073
548,387
549,925
550,324
551,194
552,493
553,125
554,683
555,254
556,207
557,606
558,130
559,807
560,302
561,400
562,832
563,323
564,825
565,728
566,104
567,32
568,660
569,136
570,725
571,763
572,874
573,840
574,729
575,1011
576,1043
577,183
578,926
579,700
580,870
581,44
582,460
583,21
584,790
585,1004
586,627
587,33
588,1030
589,872
590,93
591,500
592,1066
593,83
594,760
595,806
596,449
597,699
598,267
599,920
600,212
601,18
602,869
603,499
604,574
605,849
606,783
607,978
608,16
609,246
610,600
611,381
612,6
613,455
614,170
615,38
616,911
617,995
618,404
619,456
620,1038
621,601
622,665
623,448
624,837
625,924
626,435
627,433
628,25
629,823
630,350
631,564
632,663
633,458
634,477
635,686
636,994
637,217
638,866
639,426
640,356
641,559
642,835
643,583
644,579
645,654
646,984
647,1082
648,755
649,9
650,234
651,494
652,73
653,371
654,187
655,444
656,678
657,703
658,529
659,597
660,937
661,110
662,111
663,570
664,816
665,717
666,795
667,573
668,1012
669,436
670,280
671,527
672,54
673,975
674,907
675,277
676,343
677,5
678,432
679,901
680,647
681,640
682,765
683,1071
684,696
685,551
686,908
687,796
688,171
689,60
690,1079
691,392
692,797
693,144
694,558
695,198
696,584
697,1046
698,241
699,979
700,284
701,892
702,1019
703,694
704,798
705,887
706,240
707,108
708,1015
709,1034
710,626
711,45
712,998
713,471
714,89
715,890
716,7
717,431
718,333
719,1035
720,15
721,156
722,712
723,1083
724,931
725,772
726,47
727,780
728,417
729,363
730,539
731,691
732,582
733,269
734,834
735,952
736,916
737,878
738,552
739,899
740,895
741,20
742,137
743,4
744,511
745,236
746,484
747,610
748,575
749,367
750,473
751,1028
752,713
753,930
754,1051
755,147
756,779
757,1014
758,399
759,1086
760,330
761,702
762,723
763,1002
764,897
765,336
766,711
