,ÉfÅ[É^
0,291
1,8
2,163
3,348
4,319
5,129
6,40
7,272
8,290
9,131
10,89
11,315
12,11
13,361
14,153
15,281
16,222
17,99
18,352
19,19
20,252
21,143
22,273
23,177
24,142
25,33
26,69
27,165
28,282
29,209
30,81
31,207
32,188
33,192
34,318
35,212
36,6
37,60
38,350
39,204
40,133
41,360
42,353
43,84
44,101
45,274
46,340
47,251
48,58
49,260
50,302
51,80
52,224
53,248
54,346
55,1
56,121
57,26
58,263
59,317
60,351
61,324
62,48
63,30
64,235
65,241
66,293
67,307
68,75
69,130
70,88
71,187
72,53
73,97
74,278
75,339
76,29
77,341
78,172
79,18
80,93
81,191
82,334
83,114
84,135
85,269
86,134
87,157
88,335
89,174
90,270
91,323
92,219
93,144
94,136
95,156
96,288
97,266
98,152
99,124
100,72
101,149
102,336
103,109
104,32
105,82
106,52
107,51
108,332
109,126
110,76
111,63
112,34
113,98
114,285
115,268
116,356
117,55
118,329
119,106
120,180
121,122
122,42
123,3
124,128
125,119
126,74
127,132
128,210
129,41
130,271
131,355
132,86
133,166
134,299
135,64
136,150
137,217
138,301
139,277
140,245
141,117
142,349
143,225
144,313
145,202
146,28
147,115
148,14
149,294
150,330
151,354
152,87
153,321
154,242
155,214
156,292
157,358
158,232
159,113
160,184
161,295
162,173
163,44
164,310
165,178
166,179
167,16
168,181
169,116
170,185
171,223
172,140
173,147
174,328
175,20
176,200
177,49
178,234
179,194
180,36
181,4
182,201
183,276
184,213
185,190
186,231
187,255
188,227
189,257
190,102
191,256
192,244
193,338
194,320
195,35
196,275
197,259
198,312
199,70
200,264
201,137
202,125
203,141
204,197
205,162
206,240
207,148
208,229
209,96
210,73
211,15
212,326
213,170
214,57
215,199
216,309
217,151
218,203
219,7
220,104
221,284
222,9
223,95
224,258
225,22
226,265
227,283
228,120
229,325
230,359
231,23
232,300
233,62
234,211
235,71
236,250
237,280
238,249
239,298
240,216
241,193
242,43
243,237
244,254
245,247
246,67
247,228
248,267
249,253
250,90
251,345
252,0
253,24
254,305
