,ÉfÅ[É^
0,94
1,327
2,47
3,182
4,215
5,206
6,118
7,111
8,304
9,105
10,78
11,21
12,154
13,357
14,297
15,13
16,246
17,100
18,363
19,5
20,289
21,230
22,238
23,236
24,364
25,296
26,322
27,107
28,279
29,56
30,343
31,243
32,167
33,314
34,344
35,308
36,286
37,37
38,218
39,31
40,161
41,27
42,61
43,38
44,138
45,239
46,91
47,123
48,316
49,183
50,108
51,103
52,158
53,46
54,50
55,85
56,196
57,168
58,347
59,169
60,146
61,175
62,12
63,262
64,333
65,39
66,127
67,145
68,205
69,261
70,226
71,176
72,54
73,303
74,92
75,112
76,362
77,311
78,10
79,59
80,77
81,83
82,220
83,198
84,186
85,233
86,195
87,68
88,208
89,306
90,342
91,221
92,164
93,155
94,110
95,25
96,160
97,287
98,66
99,337
100,139
101,17
102,79
103,171
104,159
105,331
106,45
107,189
108,65
109,2
