,ÉfÅ[É^
0,264
1,322
2,7
3,170
4,81
5,266
6,221
7,277
8,110
9,341
10,272
11,228
12,196
13,71
14,267
15,217
16,5
17,330
18,361
19,20
20,205
21,186
22,50
23,212
24,255
25,132
26,209
27,233
28,194
29,43
30,307
31,204
32,174
33,218
34,314
35,350
36,282
37,279
38,197
39,232
40,313
41,259
42,331
43,271
44,40
45,83
46,37
47,135
48,109
49,258
50,243
51,156
52,153
53,90
54,229
55,129
56,337
57,269
58,49
59,106
60,291
61,241
62,198
63,150
64,54
65,165
66,70
67,242
68,339
69,261
70,302
71,127
72,22
73,334
74,119
75,275
76,117
77,115
78,237
79,145
80,226
81,103
82,215
83,254
84,157
85,351
86,102
87,136
88,124
89,13
90,320
91,95
92,159
93,45
94,260
95,294
96,252
97,296
98,101
99,75
100,238
101,72
102,142
103,16
104,74
105,178
106,308
107,152
108,310
109,25
