,ÉfÅ[É^
0,297
1,130
2,300
3,278
4,256
5,147
6,93
7,84
8,245
9,257
10,35
11,76
12,67
13,98
14,262
15,306
16,353
17,42
18,36
19,88
20,280
21,276
22,68
23,141
24,249
25,85
26,139
27,163
28,143
29,116
30,248
31,324
32,21
33,172
34,240
35,247
36,151
37,290
38,230
39,183
40,190
41,299
42,235
43,63
44,0
45,289
46,108
47,201
48,270
49,338
50,121
51,122
52,274
53,52
54,14
55,77
56,2
57,273
58,92
59,214
60,321
61,285
62,187
63,29
64,164
65,292
66,3
67,360
68,281
69,30
70,12
71,359
72,140
73,311
74,125
75,193
76,225
77,166
78,23
79,250
80,1
81,19
82,28
83,184
84,120
85,123
86,340
87,44
88,326
89,61
90,219
91,39
92,323
93,325
94,111
95,363
96,327
97,15
98,64
99,79
100,107
101,220
102,149
103,99
104,9
105,203
106,112
107,113
108,195
109,33
110,78
111,4
112,91
113,216
114,244
115,336
116,46
117,65
118,181
119,97
120,346
121,26
122,89
123,8
124,59
125,284
126,303
127,283
128,251
129,41
130,358
131,158
132,160
133,69
134,86
135,155
136,47
137,133
138,268
139,51
140,182
141,342
142,31
143,171
144,188
145,191
146,349
147,177
148,18
149,352
150,58
151,317
152,60
153,104
154,146
155,38
156,192
157,6
158,328
159,253
160,316
161,208
162,134
163,161
164,298
165,356
166,126
167,295
168,168
169,114
170,57
171,199
172,354
173,169
174,17
175,55
176,180
177,288
178,11
179,357
180,137
181,329
182,185
183,312
184,48
185,293
186,56
187,210
188,227
189,263
190,189
191,10
192,211
193,167
194,144
195,138
196,224
197,179
198,305
199,315
200,175
201,82
202,53
203,319
204,94
205,286
206,73
207,246
208,148
209,202
210,287
211,131
212,344
213,27
214,318
215,162
216,362
217,206
218,301
219,213
220,335
221,345
222,234
223,223
224,62
225,200
226,32
227,333
228,128
229,239
230,348
231,347
232,231
233,96
234,343
235,332
236,265
237,364
238,66
239,176
240,118
241,173
242,154
243,309
244,222
245,24
246,236
247,207
248,105
249,304
250,355
251,80
252,87
253,34
254,100
