,ÉfÅ[É^
0,3
1,33
2,323
3,188
4,160
5,285
6,17
7,37
8,182
9,116
10,152
11,259
12,301
13,140
14,40
15,281
16,7
17,339
18,221
19,122
20,143
21,282
22,67
23,274
24,49
25,231
26,84
27,256
28,238
29,101
30,109
31,113
32,139
33,262
34,229
35,253
36,230
37,342
38,48
39,8
40,66
41,62
42,209
43,307
44,192
45,193
46,302
47,268
48,260
49,364
50,94
51,118
52,185
53,207
54,85
55,218
56,10
57,220
58,272
59,271
60,345
61,28
62,355
63,216
64,290
65,269
66,104
67,363
68,22
69,174
70,180
71,63
72,310
73,317
74,306
75,117
76,80
77,308
78,284
79,81
80,169
81,5
82,224
83,235
84,149
85,330
86,299
87,76
88,300
89,123
90,191
91,223
92,161
93,195
94,181
95,137
96,147
97,153
98,348
99,41
100,150
101,127
102,183
103,43
104,194
105,155
106,197
107,196
108,179
109,225
110,217
111,198
112,115
113,46
114,276
115,15
116,134
117,266
118,126
119,261
120,156
121,327
122,167
123,215
124,246
125,11
126,219
127,239
128,70
129,208
130,38
131,240
132,170
133,234
134,248
135,102
136,249
137,141
138,144
139,243
140,162
141,344
142,341
143,121
144,288
145,55
146,163
147,322
148,34
149,186
150,124
151,237
152,295
153,311
154,324
155,45
156,14
157,199
158,270
159,25
160,138
161,333
162,12
163,356
164,263
165,351
166,332
167,135
168,173
169,110
170,291
171,136
172,360
173,212
174,106
175,316
176,294
177,21
178,98
179,318
180,108
181,99
182,227
183,16
184,75
185,184
186,159
187,50
188,257
189,293
190,340
191,166
192,350
193,349
194,129
195,273
196,107
197,97
198,278
199,337
200,315
201,289
202,359
203,164
204,187
205,72
206,111
207,236
208,57
209,53
210,292
211,264
212,125
213,13
214,309
215,254
216,305
217,296
218,190
219,142
220,343
221,338
222,222
223,277
224,213
225,130
226,105
227,23
228,357
229,47
230,42
231,18
232,83
233,60
234,27
235,114
236,29
237,158
238,346
239,275
240,35
241,24
242,19
243,133
244,210
245,44
246,205
247,304
248,312
249,228
250,26
251,39
252,320
253,201
254,189
