,ÉfÅ[É^
0,362
1,119
2,54
3,352
4,59
5,61
6,200
7,335
8,313
9,151
10,347
11,247
12,280
13,283
14,279
15,73
16,92
17,245
18,251
19,88
20,206
21,353
22,128
23,68
24,233
25,87
26,204
27,319
28,211
29,325
30,2
31,79
32,287
33,157
34,51
35,120
36,168
37,93
38,112
39,103
40,298
41,86
42,90
43,303
44,250
45,78
46,331
47,178
48,100
49,334
50,241
51,326
52,82
53,265
54,1
55,131
56,58
57,0
58,31
59,336
60,354
61,244
62,258
63,165
64,132
65,91
66,65
67,4
68,242
69,358
70,64
71,6
72,328
73,255
74,329
75,74
76,95
77,232
78,314
79,20
80,36
81,175
82,202
83,172
84,171
85,30
86,146
87,176
88,321
89,267
90,203
91,148
92,52
93,226
94,9
95,32
96,361
97,71
98,89
99,145
100,56
101,177
102,214
103,96
104,154
105,252
106,286
107,77
108,69
109,297
