,ÉfÅ[É^
0,76
1,180
2,47
3,142
4,79
5,166
6,38
7,24
8,61
9,171
10,159
11,165
12,112
13,113
14,110
15,108
16,233
17,2
18,46
19,182
20,59
21,147
22,237
23,213
24,162
25,186
26,235
27,68
28,206
29,124
30,240
31,3
32,176
33,107
34,57
35,105
36,91
37,25
38,106
39,71
40,209
41,163
42,167
43,146
44,148
45,42
46,82
47,77
48,54
49,92
50,198
51,225
52,35
53,238
54,172
55,55
56,158
57,203
58,74
59,10
60,7
61,41
62,87
63,118
64,188
65,174
66,133
67,50
68,111
69,101
70,177
71,45
72,26
73,64
74,56
75,217
76,242
77,123
78,5
79,102
80,44
81,81
82,216
83,16
84,232
85,121
86,160
87,73
88,137
89,227
90,161
91,122
92,88
93,207
94,67
95,134
96,58
97,117
98,135
99,19
100,125
101,168
102,156
103,90
104,185
105,115
106,224
107,97
108,164
109,183
110,49
111,234
112,196
113,99
114,9
115,184
116,200
117,210
118,17
119,150
120,86
121,201
122,149
123,120
124,175
125,128
126,40
127,36
128,214
129,89
130,84
131,129
132,114
133,116
134,215
135,100
136,98
137,32
138,13
139,53
140,8
141,157
142,141
143,243
144,33
145,143
146,83
147,194
148,37
149,52
150,220
151,15
152,155
153,131
154,197
155,223
156,173
157,4
158,228
159,139
160,28
161,136
162,179
163,239
164,119
165,126
166,1
167,20
168,190
169,30
