,ÉfÅ[É^
0,915
1,1058
2,24
3,576
4,2
5,356
6,486
7,358
8,599
9,926
10,276
11,754
12,517
13,705
14,449
15,590
16,371
17,457
18,352
19,171
20,935
21,613
22,802
23,1006
24,609
25,852
26,785
27,346
28,78
29,441
30,952
31,729
32,215
33,610
34,396
35,981
36,414
37,257
38,258
39,856
40,971
41,188
42,53
43,168
44,81
45,1059
46,343
47,254
48,656
49,592
50,516
51,472
52,507
53,366
54,353
55,279
56,307
57,1015
58,913
59,428
60,497
61,216
62,1048
63,16
64,691
65,240
66,742
67,698
68,460
69,265
70,1055
71,583
72,72
73,828
74,299
75,172
76,534
77,281
78,97
79,819
80,641
81,907
82,187
83,368
84,731
85,319
86,6
87,982
88,604
89,23
90,1069
91,812
92,588
93,947
94,864
95,769
96,520
97,946
98,810
99,967
100,173
101,182
102,957
103,1092
104,166
105,650
106,359
107,289
108,714
109,439
110,454
111,575
112,311
113,71
114,568
115,746
116,917
117,561
118,500
119,827
120,1050
121,1067
122,100
123,83
124,119
125,416
126,567
127,663
128,944
129,853
130,868
131,162
132,38
133,750
134,273
135,701
136,117
137,940
138,259
139,632
140,527
141,61
142,256
143,442
144,349
145,133
146,203
147,816
148,378
149,31
150,591
151,377
152,226
153,541
154,861
155,131
156,974
157,815
158,639
159,469
160,693
161,762
162,69
163,918
164,452
165,40
166,768
167,664
168,949
169,961
170,112
171,727
172,555
173,301
174,862
175,474
176,1025
177,710
178,712
179,924
180,672
181,44
182,1089
183,695
184,306
185,1034
186,408
187,1066
188,808
189,781
190,875
191,136
192,1045
193,147
194,324
195,1090
196,223
197,655
198,174
199,121
200,480
201,843
202,965
203,563
204,1020
205,902
206,901
207,116
208,909
209,903
210,598
211,951
212,809
213,927
214,250
215,502
216,35
217,420
218,783
219,1019
220,18
221,715
222,313
223,364
224,914
225,339
226,94
227,68
228,435
229,47
230,1075
231,682
232,1040
233,134
234,102
235,735
236,883
237,404
238,413
239,370
240,1033
241,528
242,759
243,562
244,393
245,597
246,199
247,11
248,291
249,848
250,954
251,535
252,1039
253,22
254,818
255,77
256,628
257,115
258,104
259,529
260,1043
261,811
262,493
263,156
264,335
265,145
266,839
267,80
268,405
269,284
270,832
271,1002
272,594
273,651
274,351
275,1060
276,898
277,536
278,648
279,835
280,577
281,571
282,796
283,0
284,262
285,586
286,806
287,390
288,1088
289,160
290,264
291,837
292,910
293,665
294,354
295,51
296,514
297,761
298,840
299,110
300,1000
301,736
302,668
303,248
304,546
305,893
306,1073
307,266
308,482
309,644
310,790
311,1085
312,380
313,881
314,496
315,59
316,619
317,321
318,373
319,84
320,341
321,766
322,846
323,239
324,149
325,252
326,542
327,463
328,578
329,492
330,124
331,899
332,708
333,623
334,617
335,261
336,1007
337,1049
338,9
339,1044
340,895
341,726
342,1038
343,820
344,1003
345,737
346,627
347,958
348,1035
349,422
350,751
351,1031
352,103
353,49
354,680
355,659
356,718
357,247
358,409
359,1061
360,79
361,318
362,634
363,66
364,859
365,1074
366,50
367,789
368,733
369,197
370,175
371,193
372,155
373,169
374,798
375,395
376,34
377,878
378,673
379,645
380,297
381,137
382,283
383,296
384,937
385,219
386,1064
387,711
388,8
389,753
390,831
391,218
392,709
393,522
394,468
395,178
396,43
397,723
398,661
399,360
400,786
401,894
402,587
403,986
404,491
405,637
406,963
407,146
408,107
409,142
410,267
411,57
412,407
413,618
414,669
415,464
416,602
417,394
418,511
419,976
420,773
421,804
422,397
423,930
424,447
425,745
426,455
427,15
428,1022
429,844
430,550
431,499
432,1072
433,855
434,402
435,208
436,782
437,332
438,814
439,943
440,231
441,780
442,880
443,329
444,703
445,305
446,654
447,683
448,858
449,41
450,25
451,791
452,841
453,225
454,990
455,987
456,28
457,127
458,525
459,96
460,3
461,179
462,185
463,229
464,451
465,747
466,867
467,863
468,1080
469,585
470,345
471,554
472,1051
473,629
474,509
475,27
476,159
477,887
478,304
479,238
480,481
481,642
482,388
483,269
484,316
485,992
486,347
487,198
488,278
489,797
490,1017
491,716
492,242
493,153
494,337
495,850
496,744
497,350
498,1087
499,336
500,274
501,626
502,56
503,721
504,244
505,1037
506,132
507,26
508,412
509,1046
510,900
511,732
512,90
513,323
514,355
515,778
516,685
517,485
518,911
519,640
520,348
521,70
522,236
523,884
524,357
525,246
526,92
527,871
528,879
529,671
530,322
531,566
532,518
533,154
534,821
535,401
536,906
537,165
538,521
539,36
540,202
541,752
542,929
543,403
544,1053
545,741
546,1063
547,437
548,101
549,988
550,1005
551,921
552,936
553,88
554,118
555,969
556,1084
557,770
558,20
559,63
560,923
561,310
562,470
563,595
564,60
565,320
566,687
567,547
568,1094
569,630
570,140
571,713
572,932
573,996
574,584
575,1076
576,1091
577,882
578,406
579,1041
580,501
581,543
582,838
583,679
584,432
585,440
586,889
587,213
588,857
589,191
590,670
591,960
592,98
593,379
594,615
595,676
596,934
597,905
598,847
599,658
600,255
601,1013
602,205
603,749
604,799
605,876
606,123
607,29
608,180
609,365
610,717
611,465
612,477
613,275
614,192
615,445
616,892
617,375
618,993
619,204
620,221
621,873
622,795
623,989
624,1078
625,774
626,410
627,938
628,85
629,686
630,1057
631,874
632,912
633,997
634,505
635,1056
636,138
637,817
638,995
639,376
640,489
641,235
642,17
643,728
644,743
645,549
646,702
647,433
648,706
649,886
650,143
651,739
652,755
653,120
654,490
655,484
656,164
657,1077
658,177
659,125
660,328
661,384
662,386
663,533
664,704
665,1082
666,369
667,866
668,287
669,46
670,506
671,190
672,512
673,251
674,793
675,99
676,233
677,232
678,697
679,62
680,945
681,771
682,690
683,1093
684,539
685,564
686,260
687,813
688,738
689,908
690,956
691,126
692,200
693,230
694,1
695,42
696,467
697,91
698,398
699,237
700,970
701,1029
702,1008
703,14
704,869
705,730
706,421
707,854
708,434
709,241
710,152
711,607
712,303
713,540
714,788
715,249
716,1036
717,327
718,805
719,1054
720,334
721,964
722,775
723,473
724,845
725,833
726,942
727,600
728,631
729,314
730,763
731,1047
732,286
733,446
734,532
735,443
736,340
737,210
738,228
739,201
740,553
741,65
742,581
743,344
744,574
745,734
746,300
747,803
748,461
749,195
750,207
751,748
752,1070
753,922
754,170
755,309
756,108
757,21
758,89
759,983
760,211
761,253
762,444
763,270
764,978
765,524
766,13
