,ÉfÅ[É^
0,101
1,137
2,209
3,197
4,59
5,195
6,142
7,4
8,83
9,214
10,44
11,194
12,163
13,193
14,39
15,19
16,220
17,222
18,122
19,48
20,40
21,124
22,64
23,189
24,25
25,199
26,47
27,49
28,130
29,93
30,149
31,181
32,227
33,216
34,113
35,66
36,159
37,117
38,27
39,188
40,215
41,52
42,200
43,213
44,15
45,118
46,126
47,207
48,223
49,14
50,82
51,81
52,169
53,63
54,125
55,109
56,103
57,22
58,131
59,69
60,242
61,180
62,107
63,1
64,230
65,3
66,173
67,162
68,174
69,237
70,165
71,192
72,235
73,121
74,146
75,114
76,12
77,151
78,116
79,178
80,46
81,141
82,238
83,185
84,243
85,72
86,206
87,123
88,91
89,74
90,86
91,30
92,138
93,51
94,7
95,88
96,21
97,128
98,228
99,32
100,110
101,147
102,218
103,129
104,229
105,202
106,34
107,78
108,172
109,95
110,204
111,234
112,89
113,152
114,154
115,167
116,175
117,158
118,23
119,176
120,135
121,239
122,111
123,166
124,224
125,133
126,76
127,182
128,139
129,105
130,155
131,136
132,140
133,60
134,65
135,168
136,75
137,50
138,77
139,67
140,2
141,171
142,208
143,240
144,29
145,100
146,53
147,62
148,179
149,211
150,41
151,13
152,203
153,115
154,0
155,144
156,156
157,241
158,31
159,108
160,87
161,127
162,79
163,225
164,177
165,98
166,217
167,33
168,70
169,17
