,ÉfÅ[É^
0,492
1,252
2,612
3,262
4,381
5,328
6,244
7,324
8,338
9,643
10,713
11,45
12,272
13,226
14,672
15,618
16,555
17,296
18,506
19,587
20,481
21,513
22,488
23,608
24,329
25,274
26,83
27,237
28,594
29,39
30,172
31,653
32,393
33,48
34,633
35,357
36,53
37,191
38,78
39,49
40,236
41,290
42,649
43,241
44,65
45,700
46,723
47,246
48,105
49,174
50,97
51,124
52,273
53,3
54,707
55,91
56,715
57,367
58,188
59,36
60,52
61,675
62,199
63,582
64,225
65,520
66,671
67,216
68,556
69,258
70,385
71,135
72,503
73,655
74,220
75,410
76,574
77,386
78,398
79,565
80,479
81,263
82,495
83,25
84,518
85,223
86,362
87,521
88,665
89,564
90,0
91,606
92,637
93,266
94,497
95,680
96,72
97,504
98,598
99,670
100,361
101,624
102,143
103,509
104,294
105,163
106,498
107,634
108,413
109,718
110,559
111,240
112,664
113,621
114,79
115,640
116,344
117,691
118,644
119,397
120,630
121,204
122,485
123,295
124,374
125,27
126,231
127,416
128,251
129,605
130,55
131,192
132,243
133,254
134,299
135,298
136,145
137,695
138,239
139,102
140,175
141,316
142,146
143,696
144,602
145,318
146,93
147,442
148,51
149,210
150,325
151,110
152,183
153,60
154,112
155,179
156,304
157,391
158,169
159,722
160,388
161,449
162,638
163,260
164,207
165,563
166,268
167,529
168,619
169,193
170,411
171,108
172,407
173,198
174,125
175,90
176,542
177,96
178,233
179,275
180,46
181,475
182,522
183,532
184,208
185,347
186,24
187,573
188,255
189,267
190,147
191,86
192,33
193,456
194,620
195,354
196,201
197,75
198,176
199,222
200,590
201,373
202,409
203,427
204,455
205,667
206,234
207,166
208,611
209,159
210,689
211,218
212,470
213,56
214,666
215,313
216,694
217,47
218,317
219,483
220,87
221,461
222,714
223,579
224,366
225,474
226,439
227,491
228,4
229,250
230,187
231,111
232,415
233,717
234,403
235,121
236,247
237,369
238,601
239,482
240,570
241,629
242,577
243,613
244,642
245,685
246,645
247,447
248,309
249,323
250,546
251,31
252,265
253,595
254,350
255,445
256,332
257,687
258,293
259,378
260,476
261,303
262,537
263,38
264,82
265,117
266,674
267,429
268,337
269,264
270,122
271,519
272,622
273,639
274,235
275,536
276,259
277,365
278,433
279,539
280,659
281,120
282,494
283,469
284,173
285,330
286,609
287,342
288,541
289,390
290,356
291,383
292,161
293,720
294,534
295,333
296,184
297,171
298,270
299,721
300,510
301,269
302,228
303,501
304,379
305,526
306,152
307,726
308,211
309,725
310,224
311,440
312,69
313,310
314,107
315,202
316,139
317,496
318,57
319,64
320,681
321,221
322,467
323,535
324,109
325,322
326,528
327,209
328,66
329,63
330,50
331,719
332,702
333,312
334,61
335,468
336,583
337,287
338,114
339,538
340,148
341,480
342,466
343,558
344,327
345,405
346,136
347,94
348,5
349,285
350,340
351,399
352,127
353,157
354,133
355,85
356,80
357,625
358,6
359,34
360,106
361,544
362,353
363,203
364,632
365,514
366,214
367,515
368,162
369,663
370,428
371,566
372,554
373,186
374,150
375,408
376,436
377,657
378,550
379,414
380,132
381,636
382,335
383,716
384,99
385,676
386,454
387,43
388,572
389,297
390,380
391,446
392,682
393,360
394,308
395,387
396,271
397,599
398,418
399,441
400,238
401,321
402,395
403,113
404,358
405,484
406,292
407,70
408,54
409,683
410,88
411,592
412,651
413,543
414,597
415,684
416,604
417,84
418,59
419,89
420,575
421,212
422,540
423,562
424,116
425,487
426,460
427,505
428,104
429,424
430,1
431,531
432,451
433,40
434,500
435,13
436,300
437,614
438,345
439,438
440,336
441,417
442,16
443,490
444,724
445,662
446,98
447,351
448,465
449,530
450,368
451,158
452,213
453,245
454,463
455,7
456,591
457,641
458,589
459,650
460,170
461,9
462,364
463,493
464,306
465,28
466,709
467,727
468,430
469,668
470,311
471,12
472,654
473,206
474,227
475,452
476,319
477,419
478,62
479,585
480,58
481,406
482,165
483,458
484,140
485,194
486,701
487,137
488,100
489,596
490,669
491,673
492,42
493,578
494,499
495,576
496,729
497,331
498,710
499,567
500,301
501,652
502,14
503,425
504,677
505,68
506,527
507,320
508,561
509,286
510,359
