,ÉfÅ[É^
0,277
1,571
2,92
3,217
4,581
5,507
6,703
7,130
8,95
9,370
10,279
11,549
12,164
13,511
14,557
15,282
16,431
17,626
18,363
19,182
20,315
21,26
22,648
23,627
24,432
25,464
26,679
27,261
28,512
29,307
30,435
31,283
32,661
33,471
34,404
35,706
36,200
37,698
38,276
39,372
40,155
41,215
42,205
43,473
44,151
45,126
46,412
47,704
48,600
49,607
50,302
51,10
52,101
53,708
54,230
55,30
56,678
57,690
58,656
59,462
60,248
61,281
62,8
63,658
64,77
65,123
66,141
67,219
68,134
69,37
70,616
71,153
72,138
73,508
74,547
75,516
76,553
77,545
78,525
79,67
80,196
81,180
82,389
83,603
84,615
85,401
86,326
87,177
88,197
89,118
90,129
91,552
92,459
93,339
94,257
95,712
96,660
97,376
98,11
99,623
100,71
101,692
102,686
103,76
104,593
105,21
106,346
107,142
108,402
109,20
110,631
111,160
112,190
113,647
114,524
115,705
116,2
117,185
118,305
119,81
120,232
121,18
122,44
123,693
124,560
125,253
126,486
127,128
128,448
129,167
130,288
131,154
132,131
133,635
134,32
135,74
136,280
137,617
138,588
139,181
140,421
141,149
142,489
143,17
144,115
145,382
146,728
147,434
148,195
149,355
150,568
151,377
152,19
153,478
154,584
155,688
156,314
157,348
158,450
159,29
160,22
161,517
162,646
163,189
164,278
165,533
166,384
167,289
168,443
169,477
170,229
171,168
172,119
173,35
174,341
175,551
176,103
177,144
178,457
179,628
180,548
181,23
182,352
183,444
184,256
185,291
186,699
187,343
188,426
189,569
190,586
191,73
192,453
193,371
194,284
195,396
196,711
197,249
198,697
199,334
200,422
201,580
202,420
203,375
204,394
205,523
206,610
207,472
208,423
209,400
210,41
211,502
212,437
213,156
214,349
215,392
216,178
217,242
218,15
